Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000116251,RPL22,669,0.90266,572,0.63457,280,-0.8248,415,0.13522
ENSG00000116237,ICMT,80,0.84916,96,1.16586,37,-0.6701,39,-0.3799
ENSG00000097021,ACOT7,80,-1.7743,95,-1.5283,371,1.39352,177,-0.7140
ENSG00000215788,TNFRSF25,80,1.45923,68,1.14626,28,-0.4894,17,-1.2508
ENSG00000162408,NOL9,80,0.83512,42,-0.2023,51,0.17464,35,-0.6350
ENSG00000162413,KLHL21,80,0.53766,167,1.87296,41,-0.8242,40,-0.6810
ENSG00000007923,DNAJC11,80,0.79586,33,-0.6480,50,0.06377,43,-0.2788
ENSG00000171735,CAMTA1,80,-1.1945,131,-0.4466,199,0.42179,177,0.03925
ENSG00000049245,VAMP3,80,1.32045,83,1.37699,16,-1.8037,41,0.24081
ENSG00000049246,PER3,80,1.14532,78,1.10097,25,-1.1327,40,-0.0203
ENSG00000116288,PARK7,80,-2.0417,479,0.73644,327,0.19047,291,-0.1076
ENSG00000162426,SLC45A1,80,1.17994,28,-0.5386,40,0.00613,30,-0.5472
ENSG00000142599,RERE,80,-0.4279,112,0.10570,118,0.33716,91,-0.2959
ENSG00000074800,ENO1,80,-3.2777,1112,0.73741,800,0.35993,641,-0.2101
ENSG00000171612,SLC25A33,80,1.37166,28,-0.3910,29,-0.5193,34,-0.0861
ENSG00000171603,CLSTN1,80,-3.2601,721,0.04107,955,1.08060,485,-0.7154
ENSG00000178585,CTNNBIP1,80,0.60275,25,-1.2294,64,0.45578,43,-0.5041
ENSG00000162441,LZIC,80,0.97429,76,0.87479,32,-0.7897,42,-0.1039
ENSG00000130939,UBE4B,80,0.62263,41,-0.4343,61,0.31554,41,-0.5745
ENSG00000054523,KIF1B,80,-2.1879,285,-0.2731,391,0.44919,355,0.10015
ENSG00000142657,PGD,80,0.10541,62,-0.2943,86,0.43492,59,-0.4775
ENSG00000241563,CORT,80,-1.8220,44,-2.7037,475,3.14115,48,-2.8922
ENSG00000160049,DFFA,80,1.05415,56,0.43720,33,-0.6769,42,-0.0208
ENSG00000142655,PEX14,80,1.45208,22,-0.6811,30,-0.3703,30,-0.2427
ENSG00000120948,TARDBP,80,-0.4406,185,0.92177,105,-0.0312,90,-0.3178
ENSG00000116649,SRM,80,-0.3913,53,-1.0363,131,0.80382,80,-0.4826
ENSG00000171824,EXOSC10,80,1.39661,68,1.10348,26,-0.7533,24,-0.7013
ENSG00000198793,MTOR,80,0.82501,29,-0.7972,49,0.03355,44,-0.2152
ENSG00000116661,FBXO2,80,-1.1898,272,0.74606,171,-0.0436,176,0.02757
ENSG00000132879,FBXO44,80,-0.7534,78,-0.7964,161,0.69466,113,-0.2871
ENSG00000116670,MAD2L2,80,1.57781,25,-0.3988,21,-0.9701,36,0.23484
ENSG00000011021,CLCN6,80,-0.1844,80,-0.1919,99,0.29960,81,-0.2084
ENSG00000116685,KIAA2013,80,0.91938,52,0.20218,44,-0.1404,36,-0.4617
ENSG00000083444,PLOD1,80,1.15214,89,1.34366,30,-0.7146,27,-0.7474
ENSG00000116688,MFN2,80,-0.6919,86,-0.5819,152,0.64573,107,-0.3131
ENSG00000048707,VPS13D,80,0.22649,71,0.04238,72,0.09402,62,-0.2420
ENSG00000162496,DHRS3,80,0.93459,182,2.56069,21,-1.7431,30,-0.7879
ENSG00000116731,PRDM2,80,0.64327,35,-0.6608,52,-0.0993,55,0.02509
ENSG00000189337,KAZN,1670,4.92303,46,-2.3445,62,-2.5608,45,-2.6854
ENSG00000142634,EFHD2,80,-0.6071,48,-1.3863,180,1.65386,52,-1.4897
ENSG00000116138,DNAJC16,868,4.53794,57,-1.1415,34,-2.5619,34,-2.1789
ENSG00000116786,PLEKHM2,80,0.35431,61,-0.0912,64,0.00395,60,-0.1366
ENSG00000065526,SPEN,80,0.83191,68,0.55274,30,-1.1730,63,0.56191
ENSG00000055070,SZRD1,80,1.33397,71,1.12595,25,-0.8998,29,-0.4637
ENSG00000291072,CROCCP2,80,1.19617,37,-0.0860,39,-0.0355,27,-0.7024
ENSG00000058453,CROCC,80,1.02520,231,3.33882,19,-1.7954,9,-2.6800
ENSG00000159363,ATP13A2,80,-1.1484,59,-1.6172,233,1.16614,127,-0.5571
ENSG00000117118,SDHB,80,-0.0328,88,0.12020,83,0.03999,78,-0.0880
ENSG00000117115,PADI2,80,1.35830,61,0.88530,11,-2.4157,54,0.93385
ENSG00000117154,IGSF21,80,-0.4952,18,-2.6935,163,1.50148,62,-1.0544
ENSG00000159423,ALDH4A1,80,1.45708,52,0.70690,12,-2.2224,50,0.85255
ENSG00000127463,EMC1,80,1.01857,35,-0.3585,45,0.07619,32,-0.5759
ENSG00000053372,MRTO4,80,1.20649,22,-0.9018,44,0.36738,23,-1.0000
ENSG00000053371,AKR7A2,80,0.36146,184,1.84580,43,-0.9807,54,-0.3367
ENSG00000077549,CAPZB,831,1.93057,235,-0.2698,246,-0.3474,165,-0.9848
ENSG00000173436,MICOS10,80,-1.5953,188,-0.3021,269,0.54344,218,-0.0778
ENSG00000158747,NBL1,80,-1.3275,141,-0.4627,242,0.81116,156,-0.3933
ENSG00000162545,CAMK2N1,80,-3.3624,154,-2.4117,1056,1.22199,676,-0.2204
ENSG00000090432,MUL1,80,1.36108,43,0.27692,33,-0.2282,24,-0.7886
ENSG00000158828,PINK1,731,0.98197,165,-1.3936,454,0.33776,299,-0.5935
ENSG00000244038,DDOST,80,0.97409,78,0.93053,42,-0.1533,25,-1.0386
ENSG00000189410,SH2D5,80,1.14406,14,-1.6431,35,-0.4079,46,0.25731
ENSG00000127483,HP1BP3,80,-1.2591,247,0.50558,191,0.15138,177,-0.0471
ENSG00000075151,EIF4G3,80,-0.6734,110,-0.1806,149,0.60423,100,-0.4217
ENSG00000076864,RAP1GAP,80,-1.7356,68,-1.9743,317,0.80228,253,0.03189
ENSG00000090686,USP48,80,0.50517,60,0.04761,52,-0.3149,62,0.10250
ENSG00000070831,CDC42,80,-1.7463,255,0.02702,324,0.86493,185,-0.5977
ENSG00000173372,C1QA,80,1.46299,139,2.61760,7,-2.9472,28,-0.3989
ENSG00000173369,C1QB,80,0.72462,222,2.75199,9,-3.2664,55,0.15249
ENSG00000004487,KDM1A,80,0.68649,56,0.10241,51,-0.0835,45,-0.3152
ENSG00000169641,LUZP1,80,1.04034,22,-1.0482,48,0.34664,29,-0.7487
ENSG00000125944,HNRNPR,80,-0.6271,145,0.31377,131,0.27936,105,-0.2621
ENSG00000117318,ID3,80,0.54730,344,3.73916,8,-3.7149,36,-0.8493
ENSG00000142676,RPL11,572,0.31604,794,0.86903,324,-0.9311,574,0.42822
ENSG00000057757,PITHD1,80,-1.4821,129,-0.7595,290,1.14055,149,-0.6699
ENSG00000011009,LYPLA2,80,0.42113,98,0.76557,63,0.05459,41,-0.7582
ENSG00000189266,PNRC2,80,0.14369,101,0.51485,71,-0.0764,65,-0.2352
ENSG00000188529,SRSF10,80,0.22952,114,0.81473,62,-0.3228,64,-0.1620
ENSG00000001461,NIPAL3,80,0.02139,23,-1.8454,83,0.15502,90,0.27720
ENSG00000133226,SRRM1,80,0.67446,80,0.66734,46,-0.3976,47,-0.2283
ENSG00000169504,CLIC4,80,0.56112,140,1.55021,16,-2.5590,89,1.04080
ENSG00000117614,SYF2,80,0.42766,132,1.28837,43,-0.8895,63,0.04075
ENSG00000117616,RSRP1,80,-0.2399,200,1.28991,80,-0.4007,84,-0.2172
ENSG00000183726,TMEM50A,80,0.15068,110,0.67612,57,-0.6379,85,0.31798
ENSG00000204178,MACO1,80,1.45991,25,-0.4819,32,-0.1427,24,-0.6295
ENSG00000117643,MAN1C1,80,1.08569,80,1.07527,42,-0.0160,17,-1.6216
ENSG00000162430,SELENON,80,0.92471,119,1.65355,29,-1.0802,37,-0.3957
ENSG00000117640,MTFR1L,80,-0.0941,136,0.77171,86,0.03606,68,-0.4404
ENSG00000117632,STMN1,80,-3.6885,460,-1.1156,1435,1.66485,574,-0.9415
ENSG00000158008,EXTL1,80,1.21893,11,-1.9269,45,0.49438,23,-0.9528
ENSG00000142684,ZNF593,80,1.33277,30,-0.3035,36,-0.0502,25,-0.7113
ENSG00000142669,SH3BGRL3,80,-1.9674,396,0.49809,340,0.48352,246,-0.3341
ENSG00000158062,UBXN11,80,1.20264,152,2.49181,22,-1.3518,17,-1.5170
ENSG00000117682,DHDDS,80,1.61966,30,-0.0383,30,-0.1017,17,-1.1121
ENSG00000198830,HMGN2,80,-1.2221,600,2.20128,130,-0.7761,146,-0.3802
ENSG00000117713,ARID1A,80,0.17257,115,0.77440,76,0.17956,47,-0.7963
ENSG00000204160,ZDHHC18,80,1.39673,12,-1.6607,38,0.23974,23,-0.7933
ENSG00000090273,NUDC,80,-0.9689,400,1.71262,132,-0.3409,119,-0.4553
ENSG00000253368,TRNP1,80,0.48624,7,-3.0574,79,0.99599,37,-0.9063
ENSG00000090020,SLC9A1,80,1.48908,16,-1.0970,38,0.41111,16,-1.3713
ENSG00000142784,WDTC1,80,0.95719,72,0.78225,37,-0.4779,37,-0.4075
ENSG00000186501,TMEM222,80,0.05072,82,0.09344,81,0.10611,70,-0.1948
ENSG00000158195,WASF2,80,1.34577,114,2.03743,18,-1.5915,26,-0.6255
ENSG00000126705,AHDC1,80,0.93414,61,0.45937,43,-0.1499,33,-0.6179
ENSG00000117758,STX12,80,-0.5482,107,-0.0975,134,0.50925,94,-0.3782
ENSG00000117751,PPP1R8,80,1.23944,49,0.38068,27,-0.8327,39,0.04256
ENSG00000117748,RPA2,80,0.55000,72,0.37316,54,-0.1365,49,-0.3022
ENSG00000126698,DNAJC8,854,2.96239,160,-0.2189,113,-1.1619,85,-1.3979
ENSG00000130770,ATP5IF1,80,-2.2740,239,-0.6366,489,1.09925,274,-0.5284
ENSG00000198492,YTHDF2,80,0.23846,46,-0.6179,80,0.45565,55,-0.4541
ENSG00000116350,SRSF4,80,0.51394,93,0.75887,50,-0.4136,54,-0.1689
ENSG00000116353,MECR,874,4.90346,13,-3.1747,34,-2.4861,25,-2.5638
ENSG00000162511,LAPTM5,80,1.34769,111,1.97787,12,-2.2186,36,-0.0119
ENSG00000162512,SDC3,80,-1.1386,168,0.00338,177,0.16113,181,0.16039
ENSG00000134644,PUM1,80,-1.1949,155,-0.1816,219,0.77059,135,-0.4881
ENSG00000121766,ZCCHC17,840,3.05389,31,-2.6031,119,-0.9560,94,-1.1485
ENSG00000121769,FABP3,80,-0.2260,9,-3.4081,136,1.46109,52,-1.0720
ENSG00000162517,PEF1,80,0.12307,69,-0.1243,84,0.38782,57,-0.4985
ENSG00000084636,COL16A1,80,0.37180,266,2.67526,35,-1.3909,39,-0.9347
ENSG00000121753,ADGRB2,80,-1.7450,122,-1.1138,337,1.02971,207,-0.3791
ENSG00000184007,PTP4A2,80,-0.9667,127,-0.2519,149,-0.0029,180,0.40091
ENSG00000121774,KHDRBS1,80,-0.8432,233,0.86843,134,-0.0830,132,-0.0874
ENSG00000025800,KPNA6,80,0.84562,38,-0.3691,51,0.20381,35,-0.6112
ENSG00000084652,TXLNA,80,0.87119,98,1.23222,37,-0.6564,37,-0.4730
ENSG00000084623,EIF3I,80,-0.5711,115,-0.0004,135,0.49151,95,-0.3928
ENSG00000175130,MARCKSL1,80,-1.0439,132,-0.2814,135,-0.4129,229,0.85208
ENSG00000160058,BSDC1,80,0.58551,51,-0.1345,55,-0.0515,51,-0.1826
ENSG00000176261,ZBTB8OS,80,1.36322,42,0.27093,31,-0.4036,27,-0.5291
ENSG00000162521,RBBP4,80,-0.1761,168,1.05210,81,-0.2796,81,-0.2014
ENSG00000134684,YARS1,80,-0.5463,65,-0.8610,140,0.68502,97,-0.3233
ENSG00000116497,S100PBP,80,1.40788,40,0.21302,26,-0.7177,33,-0.1396
ENSG00000121905,HPCA,80,-1.7506,58,-2.2382,168,-0.9994,514,1.87749
ENSG00000121900,TMEM54,80,1.19816,98,1.57112,28,-0.8298,24,-0.8826
ENSG00000004455,AK2,80,1.52248,73,1.33776,14,-1.8769,36,0.16644
ENSG00000142920,AZIN2,80,1.35244,18,-1.0911,39,0.21509,23,-0.8488
ENSG00000134686,PHC2,80,0.36132,72,0.17690,63,-0.0559,58,-0.1891
ENSG00000163866,SMIM12,80,0.26511,35,-1.0112,85,0.72841,47,-0.7210
ENSG00000116544,DLGAP3,80,1.01885,8,-2.4715,40,-0.2366,49,0.24938
ENSG00000116560,SFPQ,816,2.27071,234,0.00412,168,-0.8305,148,-0.8622
ENSG00000146463,ZMYM4,80,0.71083,72,0.53010,50,-0.1205,39,-0.5311
ENSG00000142687,KIAA0319L,80,0.36875,42,-0.6377,72,0.38913,51,-0.4338
ENSG00000020129,NCDN,80,-3.1328,203,-1.7661,729,0.37967,839,0.57973
ENSG00000126067,PSMB2,80,-0.6893,136,0.13993,151,0.61193,92,-0.5869
ENSG00000142686,C1orf216,80,-0.1619,17,-2.4505,120,1.06358,63,-0.6601
ENSG00000092847,AGO1,80,1.11399,43,0.07750,31,-0.6857,44,0.12056
ENSG00000126070,AGO3,80,1.49315,54,0.78638,25,-0.6875,24,-0.6216
ENSG00000054116,TRAPPC3,80,0.48114,61,0.03131,61,0.05178,51,-0.3259
ENSG00000116871,MAP7D1,80,-1.3222,117,-0.7448,225,0.55624,189,0.00042
ENSG00000054118,THRAP3,80,0.18703,177,1.56185,58,-0.5462,56,-0.4865
ENSG00000181817,LSM10,80,1.11059,19,-1.1495,40,-0.0891,38,-0.1816
ENSG00000116898,MRPS15,80,0.66211,59,0.14467,51,-0.1089,46,-0.2870
ENSG00000163873,GRIK3,80,0.84292,23,-1.1075,69,1.32610,11,-2.5114
ENSG00000163875,MEAF6,825,2.47000,171,-0.3729,161,-0.7440,119,-1.1055
ENSG00000163879,DNALI1,80,0.77388,369,4.61971,6,-3.9454,7,-3.1074
ENSG00000185090,MANEAL,80,1.01959,18,-1.3652,54,0.74758,21,-1.3019
ENSG00000197982,C1orf122,80,-1.1493,130,-0.4158,188,0.33267,179,0.12178
ENSG00000183431,SF3A3,80,0.83496,68,0.55245,46,-0.1286,35,-0.6311
ENSG00000185668,POU3F1,80,1.25884,12,-1.7001,46,0.58402,20,-1.2018
ENSG00000116954,RRAGC,80,0.50751,45,-0.3981,67,0.40558,42,-0.6373
ENSG00000174574,AKIRIN1,80,-0.3894,130,0.37924,110,0.20940,89,-0.2917
ENSG00000168653,NDUFS5,80,-2.5908,256,-0.8599,551,0.69924,453,0.03656
ENSG00000127603,MACF1,80,-1.3658,304,0.73372,165,-0.4373,245,0.50341
ENSG00000090621,PABPC4,80,0.67284,68,0.38767,50,-0.1877,45,-0.3236
ENSG00000116983,HPCAL4,80,-2.0308,140,-1.1992,405,0.99522,265,-0.2758
ENSG00000084072,PPIE,80,1.32938,58,0.77099,32,-0.3311,22,-0.9702
ENSG00000131236,CAP1,80,-0.8985,92,-0.6805,151,0.16699,167,0.32939
ENSG00000131238,PPT1,80,-1.0894,205,0.38420,179,0.30168,147,-0.2005
ENSG00000084073,ZMPSTE24,80,0.69158,62,0.27845,48,-0.2391,47,-0.2093
ENSG00000084070,SMAP2,80,-0.5398,52,-1.2058,138,0.63160,104,-0.1739
ENSG00000117016,RIMS3,80,0.11515,15,-2.3790,90,0.59322,67,-0.2103
ENSG00000066136,NFYC,80,0.93120,48,0.06720,47,0.09615,31,-0.7396
ENSG00000198815,FOXJ3,80,0.26173,65,-0.0701,76,0.34130,52,-0.5382
ENSG00000177181,RIMKLA,80,1.10666,12,-1.7948,50,0.60649,23,-1.0416
ENSG00000127125,PPCS,80,0.73786,63,0.34597,51,-0.0161,38,-0.5808
ENSG00000065978,YBX1,80,-0.3780,268,1.67960,71,-0.9082,106,0.07558
ENSG00000177868,SVBP,80,1.29850,80,1.29083,30,-0.5334,20,-1.1378
ENSG00000117394,SLC2A1,80,0.67295,101,1.06437,28,-1.4437,70,0.59015
ENSG00000186973,CFAP144,80,0.17573,594,5.37090,6,-4.3332,4,-4.4023
ENSG00000117395,EBNA1BP2,80,0.00372,116,0.60796,89,0.31769,53,-0.7765
ENSG00000066322,ELOVL1,806,4.59556,29,-1.9994,17,-3.5318,60,-1.1205
ENSG00000142949,PTPRF,80,-1.0980,357,1.33358,167,0.06732,119,-0.6017
ENSG00000126091,ST3GAL3,882,4.15753,22,-2.6684,66,-1.5903,30,-2.5369
ENSG00000117408,IPO13,80,0.35602,81,0.37060,48,-0.7288,80,0.47662
ENSG00000117410,ATP6V0B,80,-2.6928,307,-0.6892,670,1.24029,343,-0.6370
ENSG00000117411,B4GALT2,80,0.68006,52,-0.0114,51,-0.1135,47,-0.2179
ENSG00000178028,DMAP1,80,0.70335,78,0.65748,50,-0.0937,37,-0.6553
ENSG00000117419,ERI3,80,-1.1904,139,-0.3524,218,0.75573,142,-0.3976
ENSG00000187147,RNF220,80,-0.3697,77,-0.4320,126,0.71068,76,-0.5700
ENSG00000142937,RPS8,80,-2.7620,852,0.88540,420,-0.4654,656,0.59851
ENSG00000070785,EIF2B3,80,1.61350,19,-0.7791,30,-0.1483,22,-0.6791
ENSG00000126088,UROD,80,-0.1816,105,0.25610,100,0.31674,72,-0.4488
ENSG00000117450,PRDX1,80,-2.1622,648,1.12119,313,-0.1691,344,0.07084
ENSG00000117448,AKR1A1,80,0.80021,75,0.69413,47,-0.1350,34,-0.6986
ENSG00000132780,NASP,80,1.18974,74,1.05689,26,-0.9983,36,-0.1656
ENSG00000159592,GPBP1L1,80,1.12386,49,0.30012,35,-0.4474,36,-0.2743
ENSG00000086015,MAST2,80,1.11484,32,-0.4011,44,0.16986,27,-0.7864
ENSG00000117461,PIK3R3,80,1.42187,6,-2.6653,40,0.41763,21,-0.9505
ENSG00000085998,POMGNT1,80,0.28342,64,-0.0778,65,-0.1049,68,0.02603
ENSG00000132128,LRRC41,80,0.38220,68,0.12548,60,-0.1518,61,-0.0576
ENSG00000173660,UQCRH,690,0.52676,275,-0.9312,581,0.47284,376,-0.5557
ENSG00000117480,FAAH,80,0.67170,21,-1.4266,65,0.62874,36,-0.7536
ENSG00000123472,ATPAF1,80,-0.7985,139,0.05831,143,0.19871,135,0.01287
ENSG00000159658,EFCAB14,80,-0.1871,171,1.06679,66,-0.7909,107,0.36727
ENSG00000162368,CMPK1,842,2.81124,99,-1.0240,140,-0.7904,92,-1.3528
ENSG00000162374,ELAVL4,80,-1.0648,3,-5.5451,246,1.75405,93,-1.0060
ENSG00000185104,FAF1,80,1.14216,31,-0.4075,41,0.04783,29,-0.6248
ENSG00000123091,RNF11,80,-2.4369,222,-0.9199,571,1.30867,283,-0.6715
ENSG00000085832,EPS15,849,2.26187,99,-1.3845,212,-0.3754,143,-1.0023
ENSG00000117859,OSBPL9,80,1.37696,55,0.70726,29,-0.5409,25,-0.6447
ENSG00000078618,NRDC,80,-0.0954,79,-0.1166,90,0.17051,80,-0.1164
ENSG00000169213,RAB3B,80,-1.5014,4,-5.6411,332,1.81123,129,-0.9479
ENSG00000117862,TXNDC12,80,1.13723,62,0.70243,31,-0.7004,36,-0.2160
ENSG00000134717,BTF3L4,80,-0.1705,76,-0.2559,107,0.59107,67,-0.5700
ENSG00000157077,ZFYVE9,80,1.06415,34,-0.3507,41,-0.0683,34,-0.4156
ENSG00000134748,PRPF38A,80,1.31713,80,1.30843,20,-1.4040,36,-0.0474
ENSG00000134744,TUT4,80,1.01860,70,0.78631,30,-0.8888,44,0.03268
ENSG00000162378,ZYG11B,80,-1.0086,64,-1.3536,206,1.02105,121,-0.4716
ENSG00000116171,SCP2,80,-0.7674,303,1.43185,116,-0.3343,116,-0.2435
ENSG00000162384,CZIB,80,0.38206,90,0.58308,61,-0.1060,52,-0.3688
ENSG00000162385,MAGOH,80,1.07958,76,0.98826,35,-0.4478,29,-0.7222
ENSG00000157193,LRP8,80,0.44995,13,-2.2653,81,1.01630,36,-1.0000
ENSG00000081870,IFT25,80,0.92578,61,0.45593,46,0.03295,28,-0.8907
ENSG00000116209,TMEM59,80,-1.5306,356,0.81821,224,0.08739,206,-0.1116
ENSG00000116221,MRPL37,80,0.47768,69,0.23691,64,0.20710,43,-0.6510
ENSG00000157216,SSBP3,80,-1.5896,285,0.37713,295,0.89993,141,-0.8958
ENSG00000243725,TTC4,80,1.40624,65,1.03463,24,-0.8836,27,-0.4755
ENSG00000116133,DHCR24,800,2.14012,55,-2.2476,212,-0.3714,172,-0.6683
ENSG00000162402,USP24,80,0.86975,45,-0.0774,38,-0.5979,53,0.25333
ENSG00000162407,PLPP3,80,-1.3166,465,1.55689,75,-2.0000,321,1.28548
ENSG00000162409,PRKAA2,80,0.68018,26,-1.1028,59,0.30769,43,-0.3891
ENSG00000162601,MYSM1,80,1.35915,33,-0.1212,38,0.20437,18,-1.2784
ENSG00000177606,JUN,862,3.15455,325,1.05367,77,-1.7993,53,-2.0794
ENSG00000134709,HOOK1,80,1.47693,11,-1.6399,31,-0.1898,29,-0.2701
ENSG00000162599,NFIA,80,-0.6303,339,1.81875,63,-1.4803,155,0.56243
ENSG00000162604,TM2D1,80,-0.0787,121,0.59752,97,0.42709,52,-0.8939
ENSG00000116641,DOCK7,80,0.86734,134,1.81527,25,-1.4618,45,-0.1115
ENSG00000125703,ATG4C,80,1.44922,23,-0.6270,28,-0.4929,32,-0.1066
ENSG00000079739,PGM1,80,0.75487,116,1.41328,34,-0.9798,47,-0.1595
ENSG00000158966,CACHD1,868,3.94457,79,-0.8502,61,-1.7953,39,-2.1659
ENSG00000162437,RAVER2,80,1.56891,66,1.20678,20,-1.1487,25,-0.4633
ENSG00000162434,JAK1,80,0.29092,118,0.94572,53,-0.6176,69,0.06442
ENSG00000162433,AK4,80,-0.0369,111,0.49482,81,-0.0289,74,-0.1984
ENSG00000116675,DNAJC6,684,0.69586,50,-3.2760,573,0.82669,294,-0.8078
ENSG00000213625,LEPROT,80,1.39497,57,0.78241,24,-0.9500,32,-0.1953
ENSG00000184588,PDE4B,80,0.70327,45,-0.2379,36,-0.9014,72,0.70933
ENSG00000118473,SGIP1,80,-0.6549,32,-2.0365,143,0.49463,131,0.15366
ENSG00000152760,DYNLT5,80,0.87270,347,4.59822,5,-3.9873,6,-3.2700
ENSG00000198160,MIER1,80,1.28051,43,0.23708,30,-0.5713,34,-0.2170
ENSG00000142864,SERBP1,80,-0.8620,270,1.10814,139,-0.0144,117,-0.3499
ENSG00000172380,GNG12,80,1.18190,128,2.08619,17,-1.8594,34,-0.2712
ENSG00000162595,DIRAS3,80,1.18933,32,-0.3365,39,-0.0638,30,-0.5369
ENSG00000116729,WLS,80,-1.2824,741,2.59532,155,-0.4647,82,-1.4643
ENSG00000033122,LRRC7,790,2.81288,21,-3.1811,118,-1.0285,132,-0.5992
ENSG00000116754,SRSF11,80,-0.7576,179,0.51295,154,0.52412,92,-0.6748
ENSG00000118454,ANKRD13C,80,1.15746,35,-0.2021,34,-0.4535,39,-0.0606
ENSG00000132485,ZRANB2,80,-0.5946,189,0.78692,125,0.19261,93,-0.4622
ENSG00000172260,NEGR1,80,-1.5944,77,-1.6570,334,1.47106,148,-0.8178
ENSG00000178965,ERICH3,80,0.22201,50,-0.5101,92,0.96000,35,-1.2528
ENSG00000162623,TYW3,80,1.49224,31,-0.1157,23,-0.8821,35,0.11576
ENSG00000117054,ACADM,80,0.25757,98,0.59373,61,-0.3184,67,-0.0408
ENSG00000137955,RABGGTB,80,0.53956,38,-0.6291,61,0.15105,51,-0.2288
ENSG00000117069,ST6GALNAC5,80,1.08756,25,-0.8111,42,0.02792,34,-0.4045
ENSG00000142892,PIGK,80,0.63648,47,-0.2321,63,0.47920,33,-0.9263
ENSG00000154027,AK5,80,-1.7658,54,-2.3508,368,1.38345,190,-0.5690
ENSG00000036549,ZZZ3,80,1.40079,28,-0.3237,34,-0.0923,24,-0.7097
ENSG00000077254,USP33,823,2.81628,89,-1.1490,135,-0.8293,95,-1.2447
ENSG00000180488,MIGA1,80,-0.2830,33,-1.6117,107,0.32339,104,0.17082
ENSG00000162613,FUBP1,80,0.01111,149,1.05036,76,-0.1206,62,-0.4954
