Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000171530,TBCA,80,-1.3244,310,0.81677,239,0.37706,217,0.21665,199,0.10545,159,-0.2758,135,-0.5264,155,-0.3121
ENSG00000085365,SCAMP1,80,-1.2553,151,-0.2905,354,1.12844,245,0.49346,188,0.07696,146,-0.3350,135,-0.4642,135,-0.4601
ENSG00000152409,JMY,80,1.08410,16,-1.4361,43,0.03168,20,-1.1189,49,0.32569,44,0.07230,27,-0.6756,42,0.00280
ENSG00000152413,HOMER1,80,0.21951,2,-4.8478,29,-1.3692,128,1.01135,84,0.40553,100,0.58238,85,0.30756,22,-1.7612
ENSG00000177034,MTX3,80,0.66312,39,-0.4881,116,1.31821,41,-0.4172,43,-0.4147,41,-0.4130,53,-0.0001,33,-0.7266
ENSG00000039319,ZFYVE16,80,0.87987,70,0.65611,49,0.05871,35,-0.4717,23,-1.3208,51,0.11892,41,-0.2088,76,0.79399
ENSG00000113319,RASGRF2,80,1.13449,13,-1.7490,37,-0.1386,44,0.12502,56,0.71805,14,-1.6306,27,-0.6261,23,-0.8816
ENSG00000145687,SSBP2,80,-0.5742,248,1.29321,184,0.76732,186,0.78170,95,-0.3805,22,-2.5231,85,-0.4922,66,-0.8711
ENSG00000186468,RPS23,80,-2.8413,819,0.72470,261,-1.0909,388,-0.4873,524,-0.0138,421,-0.3575,900,0.88775,836,0.75891
ENSG00000174695,TMEM167A,80,-0.4357,78,-0.4709,121,0.22186,115,0.13218,127,0.39510,69,-0.6567,90,-0.2609,122,0.23237
ENSG00000038427,VCAN,80,0.66312,220,2.63984,37,-0.5922,15,-1.9094,9,-2.9255,28,-0.9829,24,-1.2427,103,1.10021
ENSG00000164176,EDIL3,1472,3.01200,65,-2.3772,330,0.09355,96,-1.7933,135,-1.5202,143,-1.2012,78,-2.1111,524,0.86382
ENSG00000127184,COX7C,80,-3.3557,931,0.34906,864,0.22630,658,-0.2100,975,0.57488,727,-0.0514,866,0.23068,456,-0.7793
ENSG00000145715,RASA1,80,0.10766,73,-0.0459,71,-0.0864,86,0.22760,108,0.81402,45,-0.8008,25,-1.6496,46,-0.7444
ENSG00000134480,CCNH,80,0.61476,38,-0.5836,51,-0.1298,69,0.35769,59,0.13450,58,0.09804,41,-0.4480,37,-0.6248
ENSG00000247828,TMEM161B-DT,80,0.09605,162,1.29141,42,-0.9195,48,-0.6942,72,-0.0855,75,-0.0078,86,0.20206,45,-0.8061
ENSG00000245526,LINC00461,80,0.39889,53,-0.2669,108,0.90064,37,-0.8005,50,-0.4501,96,0.70826,35,-0.8942,67,0.11000
ENSG00000081189,MEF2C,80,-2.4293,51,-3.0777,216,-0.9571,348,-0.2163,810,1.86465,650,0.81044,78,-2.4767,132,-1.6926
ENSG00000153140,CETN3,80,1.11460,112,1.73031,35,-0.2402,9,-2.2017,33,-0.4266,26,-0.7338,24,-0.8235,26,-0.7083
ENSG00000176055,MBLAC2,80,1.34456,8,-2.1576,11,-1.7283,58,0.76249,51,0.77995,12,-1.7004,24,-0.6500,15,-1.3604
ENSG00000164199,ADGRV1,80,0.40871,126,1.19061,38,-0.7652,50,-0.3500,14,-2.4854,160,1.63415,79,0.39105,45,-0.4988
ENSG00000113369,ARRDC3,80,1.02672,57,0.45798,52,0.29381,32,-0.4751,37,-0.2976,37,-0.2288,18,-1.3129,44,0.01858
ENSG00000237187,NR2F1-AS1,80,0.99349,64,0.59730,18,-1.3688,33,-0.4415,49,0.22349,57,0.42376,28,-0.7068,13,-1.7905
ENSG00000175745,NR2F1,80,0.09942,143,1.07006,49,-0.6842,63,-0.2832,87,0.29734,99,0.44345,20,-1.9941,40,-0.9963
ENSG00000113391,FAM172A,875,4.55784,49,-1.3917,39,-1.7062,34,-1.9324,43,-1.8190,24,-2.4513,27,-2.2432,28,-2.2079
ENSG00000175471,MCTP1,80,0.10023,20,-2.0024,12,-2.7854,135,0.97605,66,-0.2757,31,-1.3787,253,2.17782,26,-1.6415
ENSG00000198677,SKIC3,80,0.25932,64,-0.1061,79,0.23993,106,0.72481,61,-0.2235,41,-0.7727,63,-0.1216,65,-0.0704
ENSG00000164292,RHOBTB3,832,3.42730,121,-0.3703,43,-1.9368,43,-1.9357,51,-1.9432,183,0.29464,49,-1.7342,103,-0.6201
ENSG00000173221,GLRX,80,1.23251,7,-2.4288,81,1.25918,40,0.05290,37,-0.1021,7,-2.5955,15,-1.4722,45,0.25981
ENSG00000118985,ELL2,80,0.12353,73,-0.0222,79,0.09373,45,-0.7797,93,0.49521,88,0.27149,9,-3.0528,88,0.27564
ENSG00000175426,PCSK1,80,0.80811,9,-2.5694,29,-0.7967,133,1.73713,58,0.37423,20,-1.3588,12,-2.1347,32,-0.6756
ENSG00000153113,CAST,866,4.10485,187,0.57416,66,-1.0736,20,-2.8182,27,-2.6573,33,-2.0984,22,-2.6758,39,-1.8528
ENSG00000113441,LNPEP,80,-0.2229,76,-0.3107,87,-0.0956,83,-0.1628,126,0.69061,75,-0.3267,58,-0.7114,85,-0.1231
ENSG00000145721,LIX1,80,1.54339,88,1.72875,8,-1.9997,13,-1.3899,3,-3.6743,71,1.32701,21,-0.6812,34,0.05114
ENSG00000174136,RGMB,80,0.12773,38,-1.0136,66,-0.1810,68,-0.1278,107,0.84311,70,-0.0985,51,-0.5936,45,-0.7800
ENSG00000174132,FAM174A,80,-0.0446,131,0.76176,171,1.23417,84,0.02753,81,-0.0292,39,-1.1422,37,-1.2230,38,-1.1995
ENSG00000145730,PAM,80,-1.5737,171,-0.4191,656,1.89760,428,1.08895,146,-0.8097,61,-1.9765,328,0.62831,73,-1.7099
ENSG00000145725,PPIP5K2,80,0.85758,56,0.26910,79,0.83497,50,0.09059,36,-0.5512,38,-0.3447,26,-0.9157,38,-0.3389
ENSG00000181751,MACIR,80,0.92717,39,-0.2523,57,0.34948,37,-0.3346,44,-0.0824,39,-0.2599,32,-0.5604,42,-0.1306
ENSG00000145743,FBXL17,80,-0.3166,110,0.18323,82,-0.2750,64,-0.6624,125,0.53526,115,0.25345,97,-0.0131,56,-0.8757
ENSG00000198961,PJA2,80,-2.6764,224,-1.1573,494,0.07352,733,0.72787,634,0.65536,453,-0.0655,394,-0.2853,438,-0.1186
ENSG00000112893,MAN2A1,80,1.27756,44,0.25167,39,0.05093,30,-0.3714,10,-2.1731,22,-0.8354,27,-0.4892,102,1.73423
ENSG00000164209,SLC25A46,80,-0.3527,60,-0.7893,134,0.46983,108,0.12568,129,0.55712,83,-0.3028,84,-0.2785,65,-0.6811
ENSG00000152495,CAMK4,80,0.09497,18,-2.1174,43,-0.8902,90,0.27633,28,-1.7709,26,-1.6055,392,3.26380,23,-1.8092
ENSG00000164211,STARD4,80,1.34160,18,-1.0575,65,0.95737,34,-0.0818,20,-1.1070,14,-1.4535,51,0.55388,41,0.18221
ENSG00000134986,NREP,80,0.27735,48,-0.5183,205,1.96695,89,0.44186,52,-0.4905,14,-2.3639,36,-0.9889,45,-0.6187
ENSG00000224032,EPB41L4A-AS1,80,0.62893,41,-0.4621,58,0.09693,59,0.11729,48,-0.2466,41,-0.4430,70,0.40350,52,-0.0669
ENSG00000134982,APC,80,-1.2063,178,0.02783,215,0.33458,109,-0.7446,147,-0.3463,319,0.99961,194,0.16310,215,0.33177
ENSG00000153037,SRP19,80,0.45273,89,0.61980,46,-0.4477,74,0.31137,59,-0.0669,35,-0.8700,44,-0.5025,64,0.08275
ENSG00000129625,REEP5,80,-2.1908,266,-0.3840,385,0.20556,464,0.51371,381,0.24969,318,-0.1016,432,0.39312,300,-0.1934
ENSG00000172795,DCP2,80,0.79404,33,-0.6148,56,0.18568,47,-0.0774,61,0.45600,35,-0.5417,38,-0.4100,22,-1.2364
ENSG00000047188,YTHDC2,80,1.45667,39,0.23440,22,-0.7055,52,0.70031,24,-0.6272,24,-0.5577,25,-0.4578,24,-0.5235
ENSG00000080709,KCNN2,80,1.35276,47,0.44339,19,-0.9439,53,0.62348,40,0.20317,35,-0.0382,4,-3.0128,1,-4.3735
ENSG00000152503,TRIM36,80,-0.1574,81,-0.1501,48,-0.9443,105,0.27000,139,1.04795,92,0.06328,13,-2.8536,50,-0.8867
ENSG00000145780,FEM1C,80,1.18754,73,1.02277,4,-3.1513,23,-0.8526,30,-0.5179,41,0.06166,56,0.58032,26,-0.6339
ENSG00000134970,TMED7,80,-0.2242,202,1.32331,30,-1.7226,143,0.72218,58,-0.8791,118,0.38970,69,-0.4483,108,0.25083
ENSG00000129596,CDO1,80,0.10912,92,0.32677,67,-0.1842,124,0.82758,65,-0.2676,84,0.17484,67,-0.1756,40,-0.9797
ENSG00000145782,ATG12,80,0.66584,37,-0.5545,63,0.26828,41,-0.4044,57,0.14407,51,-0.0625,41,-0.4194,48,-0.1664
ENSG00000177879,AP3S1,80,-0.8676,93,-0.6366,149,0.10067,189,0.48785,178,0.52079,106,-0.4346,120,-0.2380,129,-0.1364
ENSG00000092421,SEMA6A,80,0.86388,40,-0.2781,37,-0.4028,39,-0.3132,42,-0.2381,37,-0.4098,5,-3.2530,111,1.45136
ENSG00000172869,DMXL1,80,0.90640,19,-1.3642,57,0.34259,43,-0.1271,45,-0.0494,51,0.16782,33,-0.5160,44,-0.0903
ENSG00000133835,HSD17B4,80,-0.2782,172,0.97386,87,-0.1415,102,0.10886,67,-0.6850,116,0.31279,71,-0.4677,127,0.45680
ENSG00000205302,SNX2,80,0.37223,69,0.13775,60,-0.0959,85,0.47234,66,0.08505,45,-0.5335,55,-0.2421,43,-0.6087
ENSG00000151292,CSNK1G3,80,0.73772,32,-0.7261,62,0.30409,35,-0.5674,59,0.28675,51,-0.0081,48,-0.1112,28,-0.9531
ENSG00000155324,GRAMD2B,80,0.51688,274,2.98042,19,-1.6892,13,-2.2411,14,-2.3910,66,0.20402,33,-0.8900,55,-0.1025
ENSG00000164904,ALDH7A1,80,0.08656,226,1.92379,43,-0.8943,43,-0.8681,44,-0.9989,103,0.48839,74,-0.0515,57,-0.4366
ENSG00000164902,PHAX,843,3.66395,72,-1.0720,54,-1.4969,69,-1.1326,65,-1.4505,67,-1.1871,54,-1.5058,85,-0.8206
ENSG00000145794,MEGF10,80,1.17549,81,1.18386,15,-1.4412,29,-0.4965,11,-2.2126,61,0.69111,23,-0.8650,76,1.08997
ENSG00000064651,SLC12A2,80,0.45310,58,-0.0635,46,-0.4384,39,-0.6965,36,-0.9627,23,-1.5012,26,-1.3062,226,2.40771
ENSG00000066583,ISOC1,80,1.00776,29,-0.6462,138,2.03647,40,-0.1463,28,-0.8262,12,-1.9558,22,-1.0804,32,-0.4685
ENSG00000169567,HINT1,80,-2.8250,388,-0.4695,601,0.22793,870,0.84776,639,0.43867,413,-0.3702,647,0.34791,303,-0.8514
ENSG00000186687,LYRM7,80,0.32916,75,0.21957,45,-0.5909,84,0.40902,66,0.01912,34,-1.0108,49,-0.4585,89,0.50042
ENSG00000158985,CDC42SE2,849,2.70593,76,-1.4915,155,-0.4103,138,-0.5998,159,-0.4672,111,-0.9342,84,-1.3497,127,-0.7277
ENSG00000217128,FNIP1,80,1.00151,39,-0.1860,23,-1.0118,27,-0.7475,47,0.15673,59,0.48554,33,-0.4439,36,-0.3280
ENSG00000164398,ACSL6,80,-1.0582,65,-1.3802,287,0.98605,234,0.63642,148,-0.1369,317,1.16563,78,-1.1065,82,-1.0274
ENSG00000113522,RAD50,80,0.45762,46,-0.4303,64,0.09808,53,-0.1990,52,-0.2812,75,0.34439,82,0.49950,46,-0.4175
ENSG00000131437,KIF3A,80,-1.5870,107,-1.1494,352,0.73076,312,0.52919,302,0.64442,161,-0.5321,122,-0.9581,217,-0.0627
ENSG00000164402,SEPTIN8,80,-1.2218,141,-0.3598,233,0.44618,175,-0.0164,193,0.18743,131,-0.4706,75,-1.3140,353,1.16460
ENSG00000198944,SOWAHA,80,-0.5820,70,-0.7836,54,-1.1852,153,0.44513,113,-0.0546,105,-0.1560,326,1.80228,35,-1.8345
ENSG00000164405,UQCRQ,80,-2.2969,449,0.34045,491,0.48787,477,0.43766,312,-0.3092,507,0.54138,451,0.34670,251,-0.5854
ENSG00000072364,AFF4,80,-0.3248,86,-0.2137,183,1.03170,61,-0.7490,96,-0.0567,79,-0.3443,112,0.20175,97,-0.0262
ENSG00000170606,HSPA4,80,-0.6240,103,-0.2409,139,0.24905,182,0.68828,129,0.15729,84,-0.5533,107,-0.1742,113,-0.0835
ENSG00000113583,C5orf15,80,0.69066,127,1.51566,39,-0.4844,68,0.40848,35,-0.7714,45,-0.2528,25,-1.1276,37,-0.5539
ENSG00000213585,VDAC1,80,-1.9073,185,-0.6500,357,0.39731,373,0.46849,384,0.70348,209,-0.4635,260,-0.1188,184,-0.6585
ENSG00000113558,SKP1,351,-1.0608,873,0.36939,722,0.05961,882,0.38601,783,0.25147,660,-0.0839,484,-0.5714,633,-0.1493
ENSG00000113575,PPP2CA,750,1.12875,186,-1.1243,417,0.13714,452,0.26573,436,0.27532,246,-0.6916,229,-0.8040,243,-0.7108
ENSG00000119048,UBE2B,80,-1.1260,165,-0.0101,258,0.72683,215,0.41722,188,0.25767,112,-0.6223,149,-0.1715,119,-0.5234
ENSG00000237190,CDKN2AIPNL,80,1.18168,23,-0.8631,56,0.55211,49,0.35652,34,-0.2728,28,-0.5370,19,-1.1131,37,-0.0875
ENSG00000043143,JADE2,80,0.58512,44,-0.3685,72,0.41688,95,0.87851,55,-0.0218,20,-1.5455,40,-0.5117,41,-0.4906
ENSG00000152700,SAR1B,80,0.16175,106,0.62685,71,-0.0216,81,0.17280,50,-0.7091,60,-0.3055,54,-0.4538,122,0.85980
ENSG00000164615,CAMLG,80,-0.6059,78,-0.6474,162,0.51721,155,0.44128,131,0.22252,94,-0.3537,89,-0.4373,128,0.12773
ENSG00000145833,DDX46,80,1.22326,56,0.59757,14,-1.5166,21,-0.9214,43,0.19945,23,-0.8258,30,-0.3852,35,-0.1662
ENSG00000181904,C5orf24,80,0.15272,60,-0.3066,53,-0.4874,130,0.96308,70,-0.0721,48,-0.6355,82,0.18923,64,-0.2149
ENSG00000113621,TXNDC15,80,0.21833,117,0.84749,37,-0.9867,82,0.25860,61,-0.2610,69,-0.0177,76,0.12945,54,-0.3972
ENSG00000113648,MACROH2A1,80,-0.5766,151,0.42974,119,0.04033,134,0.23860,142,0.44578,93,-0.3434,75,-0.6875,79,-0.5978
ENSG00000145824,CXCL14,80,0.26298,5,-3.8226,52,-0.4218,57,-0.2881,75,0.19140,179,1.67275,33,-1.1011,51,-0.4511
ENSG00000113658,SMAD5,80,1.45228,102,1.91786,14,-1.3821,14,-1.3162,15,-1.4410,31,-0.1314,15,-1.2749,39,0.22911
ENSG00000152377,SPOCK1,80,-1.7804,53,-2.3816,363,0.56418,225,-0.2082,375,0.86008,364,0.56944,111,-1.2903,248,-0.0585
ENSG00000146021,KLHL3,80,1.16130,13,-1.7435,40,0.00118,39,-0.0534,48,0.39394,32,-0.3455,27,-0.6368,26,-0.6840
ENSG00000177733,HNRNPA0,80,-1.0845,228,0.56610,285,0.94384,191,0.27166,162,0.00806,134,-0.2943,106,-0.6612,104,-0.6840
ENSG00000031003,FAM13B,80,0.44628,32,-0.9681,59,-0.0395,75,0.34089,65,0.14995,44,-0.4946,64,0.08290,57,-0.1125
ENSG00000112981,NME5,80,0.88065,172,2.35393,14,-1.8621,44,-0.0863,37,-0.4645,12,-2.0012,30,-0.7024,7,-2.8082
ENSG00000112983,BRD8,80,0.65296,76,0.55446,64,0.26938,79,0.62114,46,-0.3055,33,-0.7547,46,-0.2391,22,-1.3551
ENSG00000120709,FAM53C,80,0.64862,49,-0.1456,67,0.34004,51,-0.0769,61,0.24560,33,-0.7651,22,-1.3564,55,0.03026
ENSG00000120733,KDM3B,80,0.84972,100,1.24093,25,-0.9969,55,0.21257,30,-0.8535,67,0.54208,24,-1.0874,37,-0.3991
ENSG00000132563,REEP2,80,-1.1909,144,-0.2900,292,0.86200,233,0.48409,218,0.50374,88,-1.0577,98,-0.8837,143,-0.3089
ENSG00000120738,EGR1,80,1.02154,38,-0.1867,15,-1.6162,64,0.64007,50,0.31115,16,-1.5199,46,0.09927,23,-0.9713
ENSG00000120705,ETF1,80,0.34998,79,0.31734,58,-0.1722,51,-0.3739,76,0.35797,54,-0.2699,53,-0.3122,41,-0.6868
ENSG00000113013,HSPA9,80,-1.3347,258,0.49210,320,0.86068,257,0.48573,185,-0.0615,179,-0.1000,105,-0.9333,153,-0.3518
ENSG00000044115,CTNNA1,855,2.87285,298,0.73914,141,-0.4729,85,-1.2371,48,-2.3864,144,-0.4332,71,-1.5072,164,-0.2342
ENSG00000146006,LRRTM2,80,0.91847,8,-2.5852,46,0.01032,63,0.50368,56,0.41977,16,-1.6153,61,0.45874,18,-1.4283
ENSG00000120725,SIL1,80,1.24117,70,0.99116,60,0.73659,17,-1.1953,25,-0.7740,21,-0.8926,33,-0.2373,25,-0.6629
ENSG00000015479,MATR3,80,-2.7864,449,-0.1981,645,0.38724,588,0.23558,702,0.72057,333,-0.6634,544,0.10916,339,-0.6343
ENSG00000120727,PAIP2,1605,3.05710,324,-0.0449,267,-0.3530,219,-0.6621,160,-1.3490,124,-1.5269,105,-1.7724,213,-0.6996
ENSG00000170464,DNAJC18,80,0.96086,41,-0.1556,47,0.08440,37,-0.3221,56,0.46815,9,-2.4030,35,-0.3999,33,-0.4749
ENSG00000131508,UBE2D2,80,-0.7833,141,0.09759,190,0.58811,142,0.11537,160,0.40005,108,-0.3188,90,-0.6110,95,-0.5245
ENSG00000171604,CXXC5,80,-0.7203,232,1.00082,62,-1.1205,80,-0.7207,190,0.91928,115,-0.1538,16,-3.0609,116,-0.1411
ENSG00000146005,PSD2,80,0.10709,212,1.81672,49,-0.6661,63,-0.2625,52,-0.6851,83,0.15397,45,-0.8056,61,-0.3272
ENSG00000185129,PURA,80,0.40435,59,-0.0814,30,-1.1017,41,-0.6604,53,-0.3218,69,0.16622,50,-0.3512,135,1.30630
ENSG00000182700,IGIP,80,-0.4493,92,-0.2412,211,1.14549,165,0.72009,94,-0.2440,67,-0.7313,77,-0.5097,92,-0.2404
ENSG00000120306,CYSTM1,80,-0.5645,310,1.72460,111,-0.0517,104,-0.1629,69,-0.9680,197,0.89567,69,-0.8024,73,-0.7120
ENSG00000113068,PFDN1,80,0.09266,55,-0.4999,101,0.46978,60,-0.3656,86,0.26684,51,-0.6171,63,-0.2829,89,0.25449
ENSG00000131503,ANKHD1,80,1.02249,66,0.69285,38,-0.1994,42,-0.0616,32,-0.5825,34,-0.3863,44,0.02979,33,-0.4256
ENSG00000213523,SRA1,80,1.01124,60,0.51595,93,1.27701,36,-0.3040,26,-0.9313,33,-0.4350,24,-0.9017,30,-0.5699
ENSG00000113108,APBB3,80,0.86014,54,0.21721,38,-0.3350,61,0.41119,56,0.36490,31,-0.6795,18,-1.4979,23,-1.0862
ENSG00000131495,NDUFA2,80,-1.0827,183,0.20417,152,-0.0898,171,0.09659,175,0.17321,177,0.14540,164,0.02564,160,-0.0144
ENSG00000113141,IK,80,-0.3070,353,2.34732,78,-0.3510,78,-0.3470,65,-0.7804,63,-0.6760,69,-0.5433,59,-0.7898
ENSG00000170445,HARS1,80,0.15740,47,-0.6724,104,0.58720,111,0.70037,73,0.00819,47,-0.6755,71,-0.0456,47,-0.6725
ENSG00000146007,ZMAT2,80,-0.8392,133,-0.0489,54,-1.4252,136,-0.0225,167,0.42411,150,0.13524,225,0.81706,94,-0.5920
ENSG00000178913,TAF7,80,-0.4082,210,1.18224,102,-0.0303,175,0.86362,77,-0.5720,103,-0.0201,78,-0.4448,59,-0.8760
ENSG00000131504,DIAPH1,80,1.20215,42,0.10153,32,-0.3366,35,-0.1754,28,-0.6336,48,0.31837,46,0.25502,25,-0.6946
ENSG00000171720,HDAC3,80,0.98534,39,-0.1864,53,0.28611,62,0.55335,42,-0.0900,20,-1.1766,31,-0.5445,29,-0.6406
ENSG00000164620,RELL2,80,1.17764,10,-2.0722,56,0.55100,65,0.81327,42,0.11899,7,-2.5038,30,-0.4466,23,-0.8554
ENSG00000081791,DELE1,80,1.51168,49,0.65727,26,-0.3447,34,0.04830,22,-0.7928,33,0.01950,18,-0.9680,24,-0.4858
ENSG00000013561,RNF14,80,0.69647,33,-0.7031,36,-0.5757,66,0.37733,64,0.44555,38,-0.5138,42,-0.3540,35,-0.6226
ENSG00000113552,GNPDA1,80,0.80831,34,-0.5695,32,-0.6399,71,0.59449,57,0.30546,37,-0.4290,43,-0.2183,23,-1.1536
ENSG00000131507,NDFIP1,80,-3.2575,396,-0.8915,973,0.53489,1119,0.77188,1021,0.85425,588,-0.2806,405,-0.8572,391,-0.9125
ENSG00000113578,FGF1,80,0.42417,87,0.55958,41,-0.6527,21,-1.6263,17,-2.1718,42,-0.5873,41,-0.6172,252,2.61815
ENSG00000145819,ARHGAP26,80,-0.0811,33,-1.4230,50,-0.8199,110,0.42692,114,0.66154,91,0.11417,83,-0.0211,55,-0.6544
ENSG00000113580,NR3C1,80,0.69793,76,0.61784,42,-0.3516,34,-0.6610,43,-0.3791,70,0.47611,27,-1.0194,64,0.32491
ENSG00000145817,YIPF5,80,0.84005,58,0.30581,31,-0.6584,105,1.31177,36,-0.5736,19,-1.4448,46,-0.0592,35,-0.5136
ENSG00000183775,KCTD16,80,0.27873,17,-2.0821,40,-0.8159,19,-1.9228,82,0.40889,171,1.60485,68,0.00605,35,-1.0128
ENSG00000133706,LARS1,80,0.00939,87,0.13285,53,-0.6392,83,0.06273,81,0.02875,91,0.21812,85,0.09604,76,-0.0747
ENSG00000091009,RBM27,80,1.41591,44,0.36181,26,-0.4592,30,-0.2108,22,-0.8219,46,0.44910,19,-0.9399,36,0.03841
ENSG00000113649,TCERG1,80,0.52523,41,-0.5403,92,0.74917,68,0.25860,48,-0.3810,47,-0.3341,43,-0.4774,66,0.21086
ENSG00000156475,PPP2R2B,831,2.49180,70,-1.7290,106,-1.0985,168,-0.3936,185,-0.3066,150,-0.5734,173,-0.3465,104,-1.1252
ENSG00000113657,DPYSL3,80,-1.0473,608,2.49261,79,-1.0689,103,-0.6626,134,-0.3282,124,-0.3743,67,-1.3243,114,-0.5088
ENSG00000176049,JAKMIP2,80,1.01856,56,0.39736,55,0.38273,36,-0.3024,28,-0.8337,55,0.37436,23,-0.9489,46,0.08211
ENSG00000173210,ABLIM3,80,1.27116,13,-1.5559,78,1.21747,28,-0.4842,35,-0.1317,10,-1.9636,18,-1.1509,44,0.24967
ENSG00000113712,CSNK1A1,80,-1.1898,256,0.63901,223,0.40952,184,0.09986,169,-0.0545,174,0.00506,133,-0.4141,176,0.02599
ENSG00000070808,CAMK2A,80,-1.8353,42,-2.7919,113,-1.3277,340,0.39317,444,1.21454,489,1.01493,175,-0.6578,97,-1.5528
ENSG00000070814,TCOF1,80,1.36011,37,0.03185,30,-0.2859,30,-0.2904,41,0.26531,15,-1.2737,6,-2.6804,39,0.12858
ENSG00000019582,CD74,80,-0.6367,694,3.59997,56,-1.1859,34,-1.9371,16,-3.3688,71,-0.8178,80,-0.6392,143,0.27977
ENSG00000164587,RPS14,80,-2.9017,840,0.69766,579,0.08178,575,0.07180,505,-0.1718,589,0.10970,722,0.44238,600,0.13944
ENSG00000070614,NDST1,80,1.03225,38,-0.2124,54,0.36373,26,-0.7599,33,-0.5334,47,0.15333,30,-0.5446,57,0.44586
ENSG00000171992,SYNPO,80,-0.6622,57,-1.1842,58,-1.1472,140,0.21866,150,0.43406,211,0.90581,180,0.63356,48,-1.4345
ENSG00000086589,RBM22,80,0.63507,68,0.35732,73,0.47877,35,-0.6906,48,-0.2377,36,-0.6454,43,-0.3654,64,0.26031
ENSG00000132912,DCTN4,80,-0.1641,121,0.50315,111,0.35665,99,0.17256,84,-0.1225,71,-0.3562,66,-0.4783,90,0.02681
ENSG00000211445,GPX3,811,3.14894,32,-2.4491,357,1.33163,82,-1.0581,30,-2.8612,20,-3.1569,97,-0.8129,142,-0.2212
ENSG00000145901,TNIP1,80,1.47439,44,0.41211,20,-0.7962,35,0.03901,29,-0.2825,26,-0.3995,12,-1.5745,33,-0.0242
ENSG00000197043,ANXA6,80,-1.7318,234,-0.0946,245,-0.0235,462,1.03632,341,0.70562,114,-1.2077,224,-0.1645,104,-1.3499
ENSG00000113140,SPARC,80,-2.6436,2749,3.72756,58,-3.1082,249,-0.9607,126,-2.2631,127,-1.9697,418,-0.1575,555,0.29847
ENSG00000177556,ATOX1,80,-1.0024,160,0.07382,261,0.88511,147,-0.0651,165,0.15555,98,-0.6903,136,-0.1872,153,0.00039
ENSG00000145907,G3BP1,80,0.11606,174,1.44559,87,0.25443,65,-0.2093,58,-0.5012,65,-0.2091,53,-0.5221,47,-0.7108
ENSG00000155511,GRIA1,80,-1.8536,133,-1.1001,649,1.50942,322,0.28652,369,0.69681,239,-0.1925,105,-1.4474,63,-2.2030
ENSG00000155506,LARP1,80,-1.5773,206,-0.1322,369,0.82560,296,0.45434,256,0.28433,170,-0.4398,109,-1.1144,242,0.12303
ENSG00000170271,FAXDC2,80,1.34089,96,1.68125,4,-3.1516,11,-1.7379,14,-1.6938,36,-0.0121,29,-0.3509,64,0.94983
ENSG00000155508,CNOT8,80,0.92038,59,0.41712,24,-1.0082,57,0.33865,36,-0.4819,61,0.44736,24,-0.9725,47,0.02455
ENSG00000082515,MRPL22,80,1.00505,50,0.22660,70,0.76148,34,-0.3718,32,-0.5743,29,-0.6482,45,0.06060,31,-0.5293
ENSG00000055163,CYFIP2,80,-1.9970,114,-1.4712,240,-0.3398,464,0.73441,455,0.98238,304,0.03757,277,-0.1153,130,-1.2796
ENSG00000113282,CLINT1,80,0.82609,42,-0.2102,13,-1.9950,70,0.58752,52,0.15743,70,0.60013,38,-0.3718,15,-1.7969
ENSG00000145860,RNF145,80,-0.1788,69,-0.4094,67,-0.4574,160,0.96313,103,0.29762,61,-0.6013,98,0.13317,52,-0.8350
ENSG00000164332,UBLCP1,80,0.22878,69,-0.0034,113,0.79849,95,0.50119,68,-0.0365,47,-0.6144,44,-0.7166,43,-0.7626
ENSG00000113312,TTC1,80,-0.4156,88,-0.2725,144,0.51928,114,0.14665,119,0.27324,91,-0.2214,60,-0.8528,110,0.09059
ENSG00000170231,FABP6,80,0.59171,162,1.87020,41,-0.4932,50,-0.1583,44,-0.4446,9,-2.7122,43,-0.3938,39,-0.5649
ENSG00000164609,SLU7,80,-0.0996,96,0.18633,79,-0.1180,84,-0.0340,103,0.40553,52,-0.7716,94,0.16153,59,-0.5779
ENSG00000145864,GABRB2,80,-1.1506,8,-4.4074,232,0.52076,271,0.78346,236,0.75688,90,-0.9788,126,-0.4583,170,0.01398
ENSG00000022355,GABRA1,80,-1.6974,20,-3.7396,456,1.05506,323,0.46508,385,1.07601,94,-1.4629,75,-1.7936,227,-0.1051
ENSG00000113327,GABRG2,80,-1.1697,20,-3.2095,325,1.07907,282,0.82698,202,0.35598,94,-0.9366,155,-0.1532,148,-0.2329
ENSG00000170584,NUDCD2,80,1.16956,72,0.97295,5,-3.0105,46,0.23021,22,-1.0789,59,0.62869,21,-0.9636,49,0.33497
ENSG00000038274,MAT2B,80,-0.2786,127,0.45705,132,0.52668,133,0.53652,93,-0.0562,75,-0.3854,60,-0.7290,71,-0.4780
ENSG00000145934,TENM2,80,0.35007,4,-4.0952,81,0.36129,104,0.77893,74,0.28658,50,-0.3959,55,-0.2433,50,-0.4036
