Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000143727,ACP1,31,-1.6873,52,-0.8881,92,0.00831,160,0.93079,92,0.00461,78,-0.2561,143,0.73671,90,-0.0465
ENSG00000151353,TMEM18,49,0.64112,30,-0.1519,22,-0.6214,56,0.85071,22,-0.6297,32,-0.0659,25,-0.4878,32,-0.0750
ENSG00000186487,MYT1L,9,-4.4358,166,-0.1385,260,0.59939,174,-0.0683,397,1.35957,113,-0.7444,149,-0.3136,182,0.00536
ENSG00000032389,EIPR1,32,-0.7795,43,-0.3296,59,0.17821,77,0.62368,73,0.53603,26,-1.1055,48,-0.1637,59,0.20328
ENSG00000171853,TRAPPC12,52,-0.1550,53,-0.1311,47,-0.3154,129,1.39565,27,-1.1830,57,-0.0169,49,-0.2485,52,-0.1880
ENSG00000182551,ADI1,87,0.78562,63,0.21926,73,0.47716,41,-0.4515,50,-0.1380,59,0.11328,42,-0.4091,38,-0.6219
ENSG00000171865,RNASEH1,24,-0.4631,16,-1.0834,32,-0.0242,46,0.55492,21,-0.7059,59,0.99766,35,0.12760,30,-0.1436
ENSG00000171863,RPS7,659,0.99301,293,-0.3615,323,-0.2066,307,-0.2868,224,-0.7805,389,0.09455,355,-0.0570,378,0.05254
ENSG00000151692,RNF144A,39,-0.4556,61,0.25107,176,2.23024,62,0.25977,41,-0.3943,34,-0.6882,10,-2.4634,25,-1.2672
ENSG00000115738,ID2,148,0.04091,40,-1.9650,27,-2.5553,193,0.48103,154,0.10047,217,0.67308,136,-0.0974,193,0.56209
ENSG00000134313,KIDINS220,174,0.04953,158,-0.1029,146,-0.2281,203,0.29869,215,0.39606,216,0.40233,200,0.28040,104,-0.8519
ENSG00000143797,MBOAT2,89,0.38966,39,-0.9236,47,-0.6275,120,0.90024,73,0.06413,73,0.07666,59,-0.2643,65,-0.1291
ENSG00000151693,ASAP2,34,-0.1684,41,0.13572,64,0.86869,64,0.86812,23,-0.7945,41,0.13888,43,0.19929,16,-1.4639
ENSG00000119185,ITGB1BP1,60,-1.1113,124,0.02012,173,0.56967,190,0.72838,129,0.08004,62,-1.0622,124,0.01969,121,-0.0262
ENSG00000134330,IAH1,46,0.23906,33,-0.3001,47,0.27062,35,-0.1952,42,0.08675,40,0.02393,34,-0.2342,40,0.01314
ENSG00000134308,YWHAQ,435,-0.0376,318,-0.5359,311,-0.5704,536,0.30666,510,0.22489,396,-0.1890,454,0.03410,522,0.30416
ENSG00000115756,HPCAL1,71,-2.0498,115,-1.3422,67,-2.1448,208,-0.4294,433,0.77849,308,0.20106,252,-0.1263,498,1.26038
ENSG00000115758,ODC1,66,1.22132,25,-0.3930,23,-0.5601,61,1.06208,11,-1.6078,30,-0.1111,32,-0.0241,22,-0.6986
ENSG00000143870,PDIA6,226,1.03152,67,-0.9459,154,0.37005,181,0.64682,60,-1.1238,142,0.23367,90,-0.5011,94,-0.4879
ENSG00000162975,KCNF1,21,-2.6251,116,-0.0777,211,0.93041,75,-0.7566,274,1.41176,80,-0.6674,129,0.09860,94,-0.4560
ENSG00000134318,ROCK2,68,-0.6038,111,0.16628,106,0.09653,90,-0.1696,103,0.04674,105,0.07645,73,-0.4982,122,0.37949
ENSG00000169006,NTSR2,127,0.59588,118,0.46983,247,1.83830,20,-2.2221,38,-1.3102,80,-0.1740,24,-1.9989,72,-0.3757
ENSG00000134324,LPIN1,81,0.42713,67,0.10875,144,1.44158,50,-0.3665,44,-0.5547,54,-0.2367,61,-0.0510,32,-1.1583
ENSG00000162981,LRATD1,8,-3.5704,74,-0.2243,112,0.45893,79,-0.1183,144,0.88532,87,0.03392,70,-0.3145,96,0.22757
ENSG00000151779,NBAS,67,0.26092,59,0.06043,41,-0.5155,131,1.44922,45,-0.3712,33,-0.8499,67,0.25797,35,-0.8536
ENSG00000079785,DDX1,124,-0.2765,109,-0.4757,125,-0.2571,171,0.24412,143,-0.0401,203,0.53638,173,0.26930,137,-0.1255
ENSG00000197872,CYRIA,27,-2.7132,85,-1.0368,190,0.23248,243,0.65085,264,0.79428,200,0.32256,148,-0.1712,162,-0.0313
ENSG00000163032,VSNL1,58,-4.6161,405,-1.7904,508,-1.4503,1858,0.60655,1440,0.17834,1718,0.47309,1859,0.60727,1887,0.75078
ENSG00000240857,RDH14,41,0.13291,19,-1.0714,32,-0.2540,73,1.11743,35,-0.1411,18,-1.1873,47,0.35944,38,0.00696
ENSG00000068697,LAPTM4A,349,1.70714,94,-0.5531,175,0.44733,231,0.92937,68,-1.0496,88,-0.6590,53,-1.4304,71,-1.0790
ENSG00000055917,PUM2,132,0.22174,87,-0.4405,91,-0.3818,132,0.22259,148,0.41796,108,-0.0961,135,0.25737,101,-0.2305
ENSG00000143878,RHOB,297,0.91644,116,-0.6233,282,0.82669,227,0.45404,136,-0.3835,148,-0.2408,106,-0.7666,120,-0.6411
ENSG00000119782,FKBP1B,4,-4.3551,49,-0.6586,54,-0.5141,78,0.08251,130,0.93948,90,0.30109,65,-0.2258,101,0.58356
ENSG00000115128,SF3B6,212,1.45492,75,-0.3348,88,-0.0747,84,-0.1503,76,-0.3177,71,-0.4147,67,-0.5000,78,-0.2920
ENSG00000198399,ITSN2,61,0.28447,35,-0.5901,50,-0.0571,78,0.68817,60,0.25520,56,0.12007,55,0.11557,34,-0.7223
ENSG00000084676,NCOA1,106,-0.4900,120,-0.3047,298,1.24149,185,0.40379,95,-0.6650,169,0.25196,78,-0.9671,126,-0.2510
ENSG00000184924,PTRHD1,32,-0.5538,25,-0.9398,36,-0.3816,40,-0.2295,55,0.31078,81,0.97254,35,-0.3983,53,0.28805
ENSG00000138031,ADCY3,21,-1.8638,61,-0.2262,229,2.17912,54,-0.4160,103,0.62951,32,-1.2219,23,-1.6769,54,-0.4538
ENSG00000084710,EFR3B,50,-1.0514,90,-0.1411,98,-0.0011,168,0.91292,155,0.76837,41,-1.3515,49,-1.0706,115,0.30844
ENSG00000138101,DTNB,12,-1.9503,44,0.00811,42,-0.0591,53,0.29795,57,0.40537,36,-0.3311,16,-1.5625,68,0.87384
ENSG00000084731,KIF3C,43,-2.7450,179,-0.6294,199,-0.4607,317,0.28971,377,0.58162,329,0.35335,264,-0.0127,342,0.48460
ENSG00000084733,RAB10,220,0.81011,86,-0.7190,172,0.38192,108,-0.3697,105,-0.4095,113,-0.2995,123,-0.1665,149,0.16763
ENSG00000084754,HADHA,181,1.56204,68,-0.1305,86,0.23695,48,-0.6867,45,-0.7989,52,-0.5535,53,-0.5237,67,-0.1750
ENSG00000138029,HADHB,194,1.64603,69,-0.1634,78,0.02792,78,0.03699,44,-0.8515,94,0.33684,42,-0.9449,44,-0.9405
ENSG00000138018,SELENOI,26,-1.6262,61,-0.3308,121,0.78818,82,0.13555,112,0.65037,36,-1.1630,39,-1.0308,102,0.57029
ENSG00000157851,DPYSL5,38,-0.7400,82,0.48928,177,1.92553,65,0.09901,67,0.15797,28,-1.2164,43,-0.5296,24,-1.5673
ENSG00000084764,MAPRE3,90,-1.4243,165,-0.4907,234,0.06105,303,0.49189,336,0.66743,170,-0.4475,247,0.15152,240,0.12389
ENSG00000228474,OST4,218,0.44319,155,-0.1175,91,-0.9441,126,-0.4388,146,-0.2138,282,0.88775,153,-0.1402,164,-0.0271
ENSG00000138028,CGREF1,4,-4.0742,61,-0.2321,81,0.21026,115,0.81101,94,0.46367,98,0.52815,41,-0.8560,72,0.03037
ENSG00000138073,PREB,25,-0.6459,31,-0.3298,30,-0.3554,63,0.86203,50,0.47107,46,0.30593,35,-0.1132,30,-0.4166
ENSG00000138085,ATRAID,140,1.66099,36,-0.6588,101,1.02988,83,0.68334,23,-1.3533,36,-0.6474,21,-1.4553,27,-1.2285
ENSG00000115194,SLC30A3,0,-7.7047,3,-3.1977,0,-7.6285,15,-1.1790,37,0.27919,34,0.12522,7,-2.1587,94,2.72646
ENSG00000115204,MPV17,46,-0.0818,24,-1.0619,23,-1.1228,74,0.69521,39,-0.3637,69,0.57310,53,0.14327,54,0.21176
ENSG00000115211,EIF2B4,50,0.82186,22,-0.5103,27,-0.1854,33,0.11065,29,-0.0880,23,-0.4479,38,0.33842,27,-0.2404
ENSG00000115234,SNX17,125,0.07613,76,-0.7114,127,0.09421,202,0.88597,87,-0.5029,136,0.20635,87,-0.4977,118,-0.0284
ENSG00000115241,PPM1G,76,0.48219,42,-0.4885,50,-0.1926,113,1.17278,64,0.20613,29,-1.0282,34,-0.8081,51,-0.1863
ENSG00000115216,NRBP1,81,0.12760,58,-0.3984,29,-1.4329,106,0.57212,107,0.58785,92,0.34022,97,0.43484,51,-0.6621
ENSG00000115226,FNDC4,11,-2.4580,37,-0.6332,67,0.31513,50,-0.1479,49,-0.1914,76,0.53807,85,0.73266,60,0.16751
ENSG00000243943,ZNF512,57,0.81194,26,-0.4985,12,-1.6434,19,-0.9556,42,0.30191,64,1.00884,34,-0.0674,31,-0.2048
ENSG00000119760,SUPT7L,66,0.10438,29,-1.1624,99,0.77841,96,0.73181,56,-0.1660,33,-0.9871,61,-0.0231,59,-0.0945
ENSG00000163798,SLC4A1AP,38,-0.6659,49,-0.3035,44,-0.4445,65,0.15795,74,0.37706,84,0.59279,64,0.14401,55,-0.1141
ENSG00000243147,MRPL33,90,-0.3580,88,-0.3948,184,0.82220,89,-0.3839,83,-0.4984,76,-0.6315,145,0.41485,131,0.27655
ENSG00000158019,BABAM2,21,-1.3973,34,-0.6788,44,-0.2645,72,0.51658,77,0.63462,56,0.11598,24,-1.2025,71,0.60538
ENSG00000213639,PPP1CB,397,0.25066,326,-0.0714,553,0.81755,446,0.44778,269,-0.3779,209,-0.7701,289,-0.2646,287,-0.3058
ENSG00000115295,CLIP4,124,0.52592,109,0.30344,191,1.29460,104,0.23338,68,-0.4502,48,-0.9948,46,-1.0601,61,-0.6768
ENSG00000119801,YPEL5,151,-0.2265,134,-0.4173,105,-0.7972,201,0.23371,153,-0.2089,251,0.60582,174,-0.0041,199,0.25595
ENSG00000013016,EHD3,21,-2.8608,39,-1.9350,45,-1.7411,156,0.18672,198,0.58702,101,-0.5067,202,0.62063,245,1.16612
ENSG00000162961,DPY30,111,0.73517,56,-0.3997,35,-1.1267,88,0.34440,62,-0.2381,90,0.37917,102,0.58448,50,-0.6218
ENSG00000021574,SPAST,36,-0.1111,40,0.06431,12,-1.7403,32,-0.2678,59,0.72022,50,0.42369,51,0.45550,33,-0.2856
ENSG00000119820,YIPF4,141,0.63214,110,0.22203,132,0.51845,123,0.40221,100,0.06515,61,-0.7182,67,-0.5670,66,-0.6641
ENSG00000115760,BIRC6,47,-0.1761,49,-0.1251,51,-0.0550,15,-1.8886,55,0.06687,77,0.62888,65,0.33061,58,0.17510
ENSG00000119812,FAM98A,51,-0.3623,48,-0.4580,20,-1.7803,87,0.50503,62,-0.0713,89,0.54060,100,0.73285,61,-0.1039
ENSG00000260025,CRIM1-DT,8,-2.6167,30,-0.5800,23,-1.0108,31,-0.5466,76,0.91509,55,0.37566,19,-1.2827,77,1.14051
ENSG00000150938,CRIM1,59,-0.9573,56,-1.0531,108,-0.0256,191,0.93955,143,0.43600,104,-0.0857,82,-0.4570,122,0.19512
ENSG00000171055,FEZ2,99,0.23479,67,-0.3976,69,-0.3480,100,0.25716,108,0.38165,101,0.26903,44,-1.0272,91,0.12027
ENSG00000115808,STRN,33,-0.3526,40,-0.0781,59,0.58054,30,-0.5181,37,-0.2136,58,0.53269,30,-0.4962,44,0.10737
ENSG00000008869,HEATR5B,25,-0.4993,27,-0.3736,27,-0.4163,47,0.49386,42,0.30334,34,-0.0483,30,-0.2374,40,0.28402
ENSG00000055332,EIF2AK2,134,1.04954,48,-0.6300,43,-0.8262,84,0.25691,71,-0.0293,74,0.03355,36,-1.0763,80,0.18674
ENSG00000218739,CEBPZOS,79,0.51598,56,-0.0566,42,-0.5019,91,0.76955,44,-0.4328,40,-0.5706,35,-0.7863,66,0.25556
ENSG00000115816,CEBPZ,32,0.11658,31,0.06468,40,0.49422,32,0.13951,28,-0.0857,17,-0.8622,22,-0.4265,32,0.14038
ENSG00000115828,QPCT,2,-3.9832,15,-1.4204,14,-1.5315,73,1.14125,45,0.31785,45,0.30139,37,0.00735,52,0.65347
ENSG00000119787,ATL2,28,-0.3698,38,0.11954,31,-0.2106,77,1.35169,37,0.09495,14,-1.4521,22,-0.7535,35,0.00146
ENSG00000143889,HNRNPLL,63,0.27379,40,-0.4520,56,0.09659,46,-0.2054,63,0.28092,43,-0.3256,43,-0.3337,61,0.27204
ENSG00000115875,SRSF7,146,0.66720,76,-0.3915,77,-0.3840,119,0.32860,65,-0.6366,130,0.47610,113,0.23608,76,-0.4455
ENSG00000188010,MORN2,156,1.77359,36,-0.7393,82,0.58715,94,0.82995,13,-2.2235,68,0.28772,24,-1.3355,22,-1.6139
ENSG00000115904,SOS1,70,0.47604,29,-0.8903,47,-0.1798,56,0.12063,42,-0.3547,56,0.10658,47,-0.1854,62,0.32062
ENSG00000011566,MAP4K3,59,0.36464,27,-0.8711,47,-0.0112,89,1.07232,53,0.19759,29,-0.7373,24,-1.0318,48,0.03282
ENSG00000152154,TMEM178A,23,-2.3963,47,-1.3422,11,-3.5011,112,-0.0009,202,0.99927,123,0.14924,207,1.04209,142,0.45536
ENSG00000183023,SLC8A1,25,-3.3393,218,-0.0861,223,-0.0439,181,-0.3817,283,0.34571,260,0.20333,213,-0.1181,331,0.72394
ENSG00000115944,COX7A2L,113,-1.0995,185,-0.3346,302,0.46116,220,-0.0602,278,0.31919,167,-0.5001,306,0.48245,243,0.11286
ENSG00000057935,MTA3,34,-0.5375,32,-0.6464,33,-0.5692,49,0.02743,72,0.67983,62,0.43618,23,-1.1459,63,0.52322
ENSG00000152518,ZFP36L2,213,3.70105,38,0.00259,9,-2.2240,23,-0.7559,9,-2.0863,13,-1.6446,8,-2.2538,14,-1.6771
ENSG00000138036,DYNC2LI1,104,1.01936,37,-0.6806,76,0.47961,113,1.17173,25,-1.2813,26,-1.1953,46,-0.3326,43,-0.5175
ENSG00000138095,LRPPRC,48,-1.7467,138,-0.1140,211,0.58709,164,0.16206,211,0.58541,139,-0.1049,134,-0.1606,145,-0.0430
ENSG00000138032,PPM1B,72,-0.1601,80,-0.0005,64,-0.3521,134,0.86900,97,0.31111,83,0.06389,76,-0.0828,57,-0.6079
ENSG00000138078,PREPL,202,-2.1270,642,-0.3715,968,0.29333,1069,0.45991,1342,0.85249,596,-0.4885,910,0.19219,778,-0.0728
ENSG00000171132,PRKCE,7,-4.2961,57,-1.3075,97,-0.4767,171,0.43525,192,0.63163,221,0.87654,136,0.05826,151,0.25706
ENSG00000116016,EPAS1,54,0.74114,53,0.71868,29,-0.2677,9,-2.0180,10,-1.8320,65,1.06320,15,-1.2245,37,0.15045
ENSG00000119729,RHOQ,121,1.53381,79,0.74792,70,0.53216,54,0.09560,30,-0.8026,11,-2.3287,44,-0.2081,23,-1.3458
ENSG00000119878,CRIPT,104,0.95291,65,0.15095,59,-0.0135,62,0.06758,39,-0.6457,61,0.05843,39,-0.6414,51,-0.2479
ENSG00000171150,SOCS5,25,-0.3570,42,0.44696,10,-1.7962,20,-0.6789,40,0.37483,46,0.62980,53,0.85433,24,-0.4553
ENSG00000180398,MCFD2,96,-0.1295,60,-0.8638,123,0.26721,137,0.45116,80,-0.4140,111,0.09379,72,-0.5856,130,0.41683
ENSG00000143933,CALM2,1380,-0.4984,1187,-0.7322,1524,-0.3410,1586,-0.2783,2642,0.56063,1895,0.00811,2107,0.18099,2325,0.40167
ENSG00000095002,MSH2,26,-0.8050,23,-1.0117,70,0.77443,55,0.35994,50,0.22410,55,0.37109,33,-0.4643,42,-0.0970
ENSG00000184261,KCNK12,3,-3.3215,17,-0.9113,36,0.24372,49,0.73945,37,0.26449,24,-0.4010,36,0.20217,40,0.45189
ENSG00000138081,FBXO11,100,0.20532,56,-0.7207,85,-0.0562,166,1.07896,73,-0.3040,50,-0.8772,77,-0.2178,93,0.10141
ENSG00000162869,PPP1R21,30,-0.7190,25,-0.9879,73,0.72277,43,-0.1536,41,-0.2397,41,-0.2220,35,-0.4574,69,0.73407
ENSG00000179915,NRXN1,128,-1.0885,177,-0.5938,209,-0.3319,298,0.24081,328,0.40153,402,0.74896,234,-0.1523,269,0.08476
ENSG00000115239,ASB3,70,0.78658,30,-0.5960,41,-0.0916,43,-0.0385,59,0.48375,33,-0.4273,28,-0.6771,45,0.03472
ENSG00000068912,ERLEC1,115,-0.4382,115,-0.4470,170,0.18422,234,0.72123,229,0.68615,144,-0.0845,169,0.17149,96,-0.8113
ENSG00000170634,ACYP2,118,0.09880,79,-0.5487,101,-0.1623,119,0.11070,96,-0.2318,114,0.03560,106,-0.0873,135,0.36346
ENSG00000115306,SPTBN1,532,-0.1445,502,-0.2350,396,-0.6092,487,-0.2856,585,0.00949,592,0.02960,574,-0.0204,783,0.57815
ENSG00000115310,RTN4,634,-1.0716,1030,-0.3182,1099,-0.2151,1397,0.17354,1607,0.40660,1253,-0.0039,1229,-0.0352,1528,0.37436
ENSG00000143947,RPS27A,1336,0.83475,773,-0.0826,657,-0.3437,552,-0.6159,654,-0.3492,856,0.08235,710,-0.2188,893,0.17445
ENSG00000115355,CCDC88A,264,0.88671,188,0.30614,87,-0.9113,118,-0.4465,117,-0.4635,188,0.29947,156,-0.0053,144,-0.1490
ENSG00000163001,CFAP36,127,0.17513,78,-0.5911,103,-0.1644,72,-0.7126,119,0.07324,158,0.54671,161,0.57298,103,-0.1830
ENSG00000275052,PPP4R3B,72,0.32463,63,0.08703,57,-0.0720,91,0.71277,43,-0.4884,48,-0.3257,52,-0.1939,53,-0.1916
ENSG00000115380,EFEMP1,1428,4.69040,41,-2.4478,269,0.42814,108,-1.0212,3,-6.2170,6,-5.1040,1,-7.8043,5,-5.4928
ENSG00000055813,CCDC85A,16,-1.0244,15,-1.1082,0,-6.2548,51,0.80121,39,0.35740,39,0.33344,28,-0.1915,47,0.81196
ENSG00000115392,FANCL,63,0.39157,42,-0.2904,91,1.01617,70,0.55781,53,0.10502,15,-1.8014,26,-1.0119,44,-0.2135
ENSG00000119866,BCL11A,19,-1.6903,66,0.25386,29,-1.0447,14,-2.0823,100,0.95207,59,0.06451,116,1.21857,54,-0.0910
ENSG00000237651,C2orf74,45,0.18374,30,-0.4373,44,0.16170,38,-0.0895,31,-0.3981,30,-0.4690,68,0.88967,37,-0.1404
ENSG00000115464,USP34,90,0.42178,72,0.06320,37,-0.9916,72,0.05179,70,0.00397,39,-0.9205,113,0.80439,67,-0.0636
ENSG00000082898,XPO1,266,1.10645,94,-0.6114,87,-0.7403,221,0.77890,98,-0.5596,137,-0.0291,114,-0.3180,117,-0.3067
ENSG00000115484,CCT4,171,-0.2346,97,-1.1126,221,0.17565,318,0.79536,210,0.09397,205,0.05343,202,0.02788,180,-0.1767
ENSG00000115504,EHBP1,49,-0.0850,57,0.16674,23,-1.2549,44,-0.2381,79,0.71801,27,-1.0070,84,0.81638,50,-0.0488
ENSG00000014641,MDH1,127,-2.8174,528,-0.6889,937,0.22939,1100,0.49644,1368,0.87452,829,0.02816,851,0.07122,797,-0.0412
ENSG00000169764,UGP2,104,-1.0017,116,-0.8409,156,-0.3714,193,-0.0342,143,-0.5071,259,0.45038,385,1.14258,210,0.11342
ENSG00000197329,PELI1,20,-1.0155,31,-0.3064,141,2.46577,43,0.20403,27,-0.5249,10,-1.9348,3,-3.5936,33,-0.2492
ENSG00000119862,LGALSL,17,-0.9637,17,-0.9304,19,-0.7781,24,-0.4356,29,-0.1220,35,0.19280,29,-0.1121,56,1.18610
ENSG00000119844,AFTPH,43,-0.1380,28,-0.7887,68,0.62912,102,1.33653,51,0.14733,41,-0.1944,28,-0.7967,30,-0.7952
ENSG00000115902,SLC1A4,94,-0.5792,80,-0.8269,255,1.07445,154,0.20115,103,-0.4467,121,-0.1851,81,-0.8123,167,0.39738
ENSG00000011523,CEP68,34,-0.7310,34,-0.7074,71,0.45501,91,0.88044,53,-0.0389,28,-1.0201,67,0.36101,54,-0.0132
ENSG00000138069,RAB1A,108,-1.0402,164,-0.3949,231,0.15564,368,0.95192,204,-0.0454,193,-0.1342,205,-0.0352,207,-0.0191
ENSG00000138071,ACTR2,153,-0.9407,217,-0.4051,251,-0.1731,450,0.80113,231,-0.3056,390,0.55590,195,-0.5713,313,0.21679
ENSG00000198369,SPRED2,20,-0.9929,19,-1.0741,15,-1.4033,60,0.77327,45,0.28963,82,1.32600,25,-0.6588,37,-0.0254
ENSG00000197223,C1D,44,-0.6902,39,-0.8684,77,0.20243,79,0.23940,75,0.15235,38,-0.9094,91,0.46734,85,0.43013
ENSG00000221823,PPP3R1,47,-2.6373,193,-0.5274,451,0.86924,248,-0.1321,318,0.27394,255,-0.0885,183,-0.6096,364,0.58512
ENSG00000119865,CNRIP1,48,-1.9352,94,-0.9317,148,-0.2206,183,0.11864,269,0.77355,184,0.13345,169,-0.0103,217,0.46921
ENSG00000198380,GFPT1,49,-0.1971,47,-0.2553,17,-1.7998,103,1.05686,67,0.31577,40,-0.5269,77,0.53059,49,-0.2067
ENSG00000169599,NFU1,40,-0.0818,17,-1.3775,44,0.08087,34,-0.3181,39,-0.0958,58,0.54308,58,0.53989,43,0.04777
ENSG00000115977,AAK1,46,-2.1777,125,-0.6959,169,-0.2160,213,0.15071,228,0.26486,287,0.65745,284,0.63732,196,0.01826
ENSG00000124380,SNRNP27,72,0.36299,53,-0.1313,29,-1.0423,29,-1.0510,55,-0.0891,54,-0.1026,63,0.15375,81,0.67622
ENSG00000169564,PCBP1,289,0.15193,188,-0.5354,280,0.10217,302,0.22332,247,-0.1017,406,0.72577,244,-0.1242,207,-0.4349
ENSG00000116001,TIA1,77,0.64393,52,-0.0043,71,0.51139,82,0.74056,50,-0.0691,32,-0.7709,41,-0.3941,33,-0.8091
ENSG00000116005,PCYOX1,111,0.12694,85,-0.3110,110,0.11515,107,0.06778,119,0.24423,84,-0.3145,143,0.54276,83,-0.3906
ENSG00000143977,SNRPG,139,1.45890,38,-0.7347,39,-0.6944,76,0.38340,16,-2.0420,86,0.58833,38,-0.7370,56,-0.1474
ENSG00000035141,FAM136A,31,-0.1917,16,-1.1944,17,-1.0547,51,0.63110,38,0.16975,21,-0.7819,64,1.03939,37,0.10583
ENSG00000075340,ADD2,14,-3.6889,138,-0.2516,151,-0.1117,185,0.22008,239,0.64852,200,0.34523,201,0.35759,164,0.02863
ENSG00000124357,NAGK,78,0.46895,33,-0.8800,53,-0.1654,71,0.31588,89,0.68714,55,-0.1160,68,0.23342,41,-0.6404
ENSG00000124383,MPHOSPH10,17,-0.8844,34,0.20230,10,-1.6359,40,0.45919,37,0.32089,34,0.22081,31,0.07739,33,0.19775
ENSG00000075292,ZNF638,104,0.31872,92,0.11016,111,0.42305,91,0.09921,90,0.08035,73,-0.2523,55,-0.6918,77,-0.1828
ENSG00000144036,EXOC6B,57,0.02297,55,-0.0391,52,-0.1144,42,-0.4428,77,0.52231,60,0.12144,44,-0.3690,58,0.07192
ENSG00000144040,SFXN5,115,0.32269,79,-0.2808,159,0.88304,29,-1.8249,71,-0.4541,165,0.94404,55,-0.8535,88,-0.1223
ENSG00000135631,RAB11FIP5,23,-1.2437,37,-0.4958,45,-0.2180,104,1.21575,71,0.54403,48,-0.1037,55,0.10874,39,-0.4878
ENSG00000135632,SMYD5,19,-0.8629,19,-0.8281,28,-0.2963,72,1.31793,26,-0.3801,60,0.98163,32,-0.0464,22,-0.7367
ENSG00000135617,PRADC1,24,-0.3510,29,-0.0527,47,0.78209,47,0.75741,33,0.16607,16,-0.9563,26,-0.2121,23,-0.4709
ENSG00000135624,CCT7,154,-0.3477,132,-0.5889,167,-0.2239,295,0.72112,260,0.50912,192,0.00396,165,-0.2387,179,-0.1207
ENSG00000163013,FBXO41,17,-2.4810,77,-0.2316,59,-0.6586,115,0.42362,139,0.75137,88,-0.0157,94,0.09107,106,0.32479
ENSG00000144034,TPRKB,38,0.53075,26,-0.0826,20,-0.5069,20,-0.5050,31,0.15154,53,1.09089,14,-1.0373,24,-0.2839
ENSG00000114956,DGUOK,52,-0.5466,75,0.04959,111,0.70612,85,0.25504,109,0.67135,35,-1.1555,72,-0.0194,58,-0.3951
ENSG00000163170,BOLA3,44,-0.4816,35,-0.8095,93,0.73918,65,0.14955,65,0.14419,47,-0.3717,60,0.00728,63,0.11079
ENSG00000204843,DCTN1,127,-1.7100,299,-0.3975,374,-0.0393,582,0.69861,444,0.24291,343,-0.1805,321,-0.2826,480,0.43073
ENSG00000005448,WDR54,133,1.66238,24,-1.1737,43,-0.3050,144,1.81721,20,-1.4578,39,-0.4514,22,-1.3057,21,-1.5144
ENSG00000115274,INO80B,26,-0.2112,18,-0.7654,41,0.50218,31,0.06542,25,-0.2706,24,-0.3395,22,-0.4909,41,0.60204
ENSG00000239779,WBP1,100,0.61603,43,-0.7295,80,0.24003,74,0.10425,74,0.11172,59,-0.2471,91,0.45390,50,-0.5682
ENSG00000115307,AUP1,92,0.55565,54,-0.2961,88,0.48544,108,0.83557,57,-0.2124,22,-1.6516,51,-0.3971,59,-0.2040
ENSG00000115317,HTRA2,19,-0.7930,19,-0.7820,17,-0.9826,29,-0.1386,39,0.35850,26,-0.2792,56,0.97870,39,0.40393
ENSG00000135622,SEMA4F,13,-1.9520,20,-1.3400,5,-3.2194,71,0.62784,69,0.59039,39,-0.3406,28,-0.8401,95,1.41847
ENSG00000115350,POLE4,99,-0.2505,59,-1.0516,54,-1.1720,69,-0.8170,107,-0.1144,175,0.69137,149,0.42372,163,0.68112
ENSG00000176204,LRRTM4,1,-4.7300,29,-0.3293,36,0.00600,37,0.06899,54,0.68702,25,-0.5469,13,-1.5217,63,1.15789
ENSG00000066032,CTNNA2,150,0.17054,66,-1.1102,167,0.35390,163,0.31050,75,-0.9196,174,0.41631,87,-0.6939,166,0.39649
ENSG00000162951,LRRTM1,2,-4.1976,40,0.12827,82,1.36667,46,0.35131,74,1.18333,15,-1.3824,14,-1.4648,30,-0.3651
ENSG00000163541,SUCLG1,102,-0.2388,63,-0.9846,125,0.09531,116,-0.0350,99,-0.2863,152,0.41592,119,0.00921,144,0.37696
ENSG00000034510,TMSB10,807,-1.4548,1013,-1.1109,1235,-0.8073,1811,-0.2059,2483,0.30835,2329,0.20232,2003,-0.0435,3420,1.03518
ENSG00000176407,KCMF1,74,0.35854,26,-1.2788,38,-0.6811,93,0.75375,41,-0.5871,86,0.61486,62,0.07246,57,-0.0796
ENSG00000152291,TGOLN2,135,-0.2841,152,-0.0942,131,-0.3297,199,0.34721,252,0.75154,143,-0.1965,141,-0.2116,148,-0.1498
ENSG00000168906,MAT2A,266,1.17940,70,-1.0210,263,1.15663,211,0.76354,98,-0.5013,116,-0.2267,52,-1.4586,64,-1.2508
ENSG00000115486,GGCX,46,0.67290,21,-0.5435,36,0.26211,44,0.63128,31,0.01672,30,-0.0139,15,-1.1018,25,-0.3336
ENSG00000168894,RNF181,61,-0.0500,53,-0.2659,27,-1.2778,63,0.00950,54,-0.2563,75,0.29433,127,1.20691,52,-0.3249
ENSG00000115525,ST3GAL5,52,-0.7216,54,-0.6540,134,0.83270,87,0.09302,113,0.53653,70,-0.2458,104,0.38986,61,-0.5148
ENSG00000132300,PTCD3,99,0.65212,53,-0.3625,90,0.48803,105,0.75846,43,-0.6713,76,0.20829,45,-0.6112,44,-0.7078
