Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000163848,ZNF148,80,0.61418,58,0.08782,75,0.50868,41,-0.6298,58,0.08508,50,-0.1549,63,0.22932
ENSG00000114520,SNX4,80,0.98142,66,0.63811,63,0.56548,34,-0.5734,29,-0.6382,14,-1.7221,55,0.33388
ENSG00000114544,SLC41A3,80,-0.6171,87,-0.4931,248,1.23970,133,0.28355,69,-0.8432,84,-0.5442,88,-0.4680
ENSG00000144908,ALDH1L1,80,0.51143,154,1.67113,16,-1.9894,19,-2.1552,180,1.99047,60,0.03627,21,-1.5759
ENSG00000159685,CHCHD6,80,0.18907,55,-0.4047,8,-3.2353,106,1.12536,52,-0.4977,61,-0.2565,34,-1.1441
ENSG00000114554,PLXNA1,80,0.90679,36,-0.4109,49,0.08461,55,0.45101,28,-0.7989,6,-3.0856,44,-0.0767
ENSG00000163870,TPRA1,80,1.42519,48,0.51450,13,-1.4631,33,-0.1041,19,-0.8990,20,-0.8226,33,-0.0598
ENSG00000114631,PODXL2,80,-1.0791,53,-1.6850,373,1.43597,204,0.62484,61,-1.4888,49,-1.8020,176,0.14814
ENSG00000114626,ABTB1,80,0.67874,56,0.07621,42,-0.3709,50,-0.1303,45,-0.2663,83,0.73909,24,-1.2213
ENSG00000074416,MGLL,80,0.14844,34,-1.1913,118,0.79012,52,-0.7524,132,0.98761,85,0.24354,75,0.03894
ENSG00000058262,SEC61A1,80,0.06470,151,1.13408,127,0.82160,53,-0.8208,66,-0.2471,74,-0.0670,62,-0.3497
ENSG00000175792,RUVBL1,80,0.99464,170,2.47880,2,-4.4418,31,-0.7652,16,-1.5118,16,-1.5461,33,-0.4486
ENSG00000163902,RPN1,80,0.08146,124,0.80960,78,0.03650,69,-0.2133,38,-1.0711,71,-0.1133,92,0.30952
ENSG00000075785,RAB7A,80,-1.4762,334,0.76974,176,-0.2722,235,0.28546,220,0.07735,135,-0.6844,210,0.00311
ENSG00000177646,ACAD9,80,1.33285,34,-0.0857,64,0.92965,36,-0.0468,10,-1.9633,23,-0.6895,10,-1.9754
ENSG00000169714,CNBP,80,-1.4975,369,0.91537,347,0.81283,189,-0.2770,233,0.14458,152,-0.5313,191,-0.1700
ENSG00000181789,COPG1,80,0.30391,51,-0.4134,101,0.69493,78,0.39890,36,-0.9428,49,-0.4880,36,-0.9586
ENSG00000183624,HMCES,80,0.92340,63,0.50829,47,0.03923,38,-0.4048,46,0.01322,35,-0.4231,34,-0.4600
ENSG00000184897,H1-10,80,-1.2646,313,0.90213,228,0.36351,190,0.10934,174,-0.0742,160,-0.2018,103,-0.8807
ENSG00000163913,IFT122,80,1.06672,88,1.24032,26,-0.7546,34,-0.5086,6,-2.8146,60,0.55661,28,-0.6434
ENSG00000129071,MBD4,80,1.33721,32,-0.1814,20,-0.8875,39,0.19437,22,-0.7531,26,-0.4917,24,-0.6273
ENSG00000172765,TMCC1,80,1.18716,45,0.19679,38,-0.0646,35,-0.2489,23,-0.8274,35,-0.1801,32,-0.3252
ENSG00000196455,PIK3R4,80,1.18163,31,-0.3618,50,0.38726,43,0.22299,12,-1.7716,21,-0.9452,27,-0.5942
ENSG00000017260,ATP2C1,80,-1.0340,182,0.24830,239,0.70185,173,0.25437,112,-0.5211,120,-0.4208,136,-0.2141
ENSG00000114670,NEK11,80,1.08357,251,3.71922,1,-4.9071,9,-2.7370,15,-1.5106,14,-1.6216,20,-1.1280
ENSG00000198585,NUDT16,80,0.60199,53,-0.0836,62,0.18457,58,0.11882,58,0.07176,15,-1.9368,53,-0.0655
ENSG00000114686,MRPL3,80,0.15335,62,-0.2524,136,1.03878,67,-0.1794,66,-0.1526,70,-0.0695,45,-0.7572
ENSG00000196353,CPNE4,80,1.62002,3,-3.2289,13,-1.2931,43,0.87096,13,-1.3250,9,-1.8540,21,-0.5921
ENSG00000138246,DNAJC13,80,1.51565,18,-0.8866,26,-0.3559,27,-0.4166,25,-0.4196,21,-0.7009,49,0.65107
ENSG00000081307,UBA5,871,3.80993,50,-1.6086,80,-0.9048,74,-1.3379,53,-1.5030,46,-1.7235,29,-2.3904
ENSG00000144868,TMEM108,80,1.42021,34,-0.0528,16,-1.2090,39,0.32074,41,0.28207,4,-3.2012,15,-1.3101
ENSG00000091527,CDV3,80,0.11413,78,0.07559,101,0.48818,69,-0.1931,81,0.12226,50,-0.6201,82,0.14393
ENSG00000163781,TOPBP1,80,1.53310,18,-0.8849,32,-0.0247,33,0.02521,21,-0.7031,21,-0.6900,22,-0.5855
ENSG00000091513,TF,80,-0.8423,45,-1.7088,44,-1.7355,32,-2.6796,4,-5.1810,42,-1.8120,1034,4.74347
ENSG00000144867,SRPRB,80,0.35879,39,-0.7819,62,-0.0472,75,0.40583,40,-0.7244,52,-0.3219,67,0.06072
ENSG00000154917,RAB6B,80,-2.5694,117,-2.0161,427,-0.0424,721,1.52302,382,-0.2191,227,-1.0233,269,-0.7621
ENSG00000114019,AMOTL2,80,1.42733,48,0.51625,33,-0.0965,22,-0.9898,16,-1.1754,4,-3.1166,79,1.40870
ENSG00000129055,ANAPC13,80,0.32315,50,-0.4228,85,0.41334,56,-0.3711,122,1.02741,46,-0.5602,51,-0.4004
ENSG00000168917,SLC35G2,80,1.06864,28,-0.6321,118,1.79861,24,-1.1332,38,-0.1736,24,-0.8763,36,-0.2493
ENSG00000114098,ARMC8,80,0.65713,41,-0.4336,53,-0.0242,60,0.28706,43,-0.3543,44,-0.2926,35,-0.6835
ENSG00000158186,MRAS,80,-0.5081,82,-0.4696,59,-0.9846,138,0.58005,176,0.76622,85,-0.4232,72,-0.6651
ENSG00000051382,PIK3CB,80,-0.0911,50,-0.8299,95,0.17782,94,0.25349,73,-0.2291,96,0.19665,79,-0.1208
ENSG00000175110,MRPS22,80,1.18472,28,-0.5253,26,-0.6326,35,-0.2776,41,0.04835,33,-0.2991,47,0.28326
ENSG00000184432,COPB2,80,-0.0065,94,0.24351,76,-0.0890,82,0.04564,75,-0.1113,78,-0.0599,74,-0.1266
ENSG00000114115,RBP1,80,0.37919,323,3.20723,8,-2.9799,24,-1.8674,69,0.13060,23,-1.5587,34,-0.9577
ENSG00000158258,CLSTN2,80,-1.0786,87,-0.9474,106,-0.6468,287,1.90311,112,-0.5717,22,-2.9639,51,-1.7522
ENSG00000114120,SLC25A36,80,-0.0895,91,0.11925,74,-0.2220,90,0.15343,118,0.54327,43,-1.0426,80,-0.0908
ENSG00000155893,PXYLP1,80,1.36384,66,1.02637,25,-0.5386,30,-0.4049,25,-0.5691,32,-0.1915,10,-1.9061
ENSG00000177311,ZBTB38,80,0.26160,89,0.42997,79,0.22919,70,0.08088,41,-0.7824,53,-0.3844,57,-0.2699
ENSG00000155903,RASA2,80,1.45212,28,-0.3002,7,-2.2672,37,0.22052,34,-0.0028,21,-0.7207,21,-0.7649
ENSG00000114125,RNF7,80,-0.0076,80,-0.0041,114,0.57113,82,0.04593,45,-0.9050,109,0.48452,49,-0.7786
ENSG00000069849,ATP1B3,80,-0.2358,57,-0.7700,157,0.86668,105,0.29710,71,-0.4178,55,-0.8172,91,-0.0364
ENSG00000114126,TFDP2,80,1.44706,51,0.63923,12,-1.6163,19,-1.1563,55,0.76511,30,-0.2194,37,0.13575
ENSG00000175054,ATR,80,1.26037,34,-0.1746,15,-1.3986,47,0.58324,23,-0.7413,23,-0.7735,14,-1.5455
ENSG00000144935,TRPC1,80,0.65637,32,-0.7970,24,-1.2561,79,1.10363,40,-0.4408,24,-1.2327,19,-1.5446
ENSG00000188582,PAQR9,80,1.18607,4,-3.4198,43,0.11960,55,0.93075,17,-1.2731,24,-0.7697,6,-2.8244
ENSG00000163714,U2SURP,80,0.16109,139,1.08763,42,-0.8328,70,-0.0884,72,-0.0105,57,-0.3687,55,-0.4383
ENSG00000175040,CHST2,862,4.11812,16,-3.1134,102,-0.3954,56,-1.6617,13,-3.3636,56,-1.3082,30,-2.2301
ENSG00000181744,DIPK2A,80,1.18708,115,1.87373,31,-0.3728,25,-0.9422,20,-1.0431,9,-2.1151,38,-0.0660
ENSG00000114698,PLSCR4,80,0.78488,144,1.86296,25,-1.0608,14,-2.3854,117,1.45578,10,-2.3403,66,0.46158
ENSG00000152977,ZIC1,80,0.89943,85,1.00408,71,0.70193,14,-2.2101,51,0.16293,2,-4.3631,117,1.59319
ENSG00000163754,GYG1,80,0.22705,61,-0.2088,155,1.35553,66,-0.1189,51,-0.4848,32,-1.2110,53,-0.4320
ENSG00000071794,HLTF,80,0.67965,84,0.75721,43,-0.3166,47,-0.2676,43,-0.3367,50,-0.1002,41,-0.3991
ENSG00000018408,WWTR1,80,1.27334,189,3.15147,0,-6.2905,5,-3.5146,20,-0.9573,17,-1.1886,51,0.48208
ENSG00000082996,RNF13,80,-0.1638,156,0.93395,61,-0.5946,71,-0.4907,88,-0.0089,53,-0.7991,165,1.02956
ENSG00000070087,PFN2,80,-2.5604,375,-0.2378,552,0.38320,580,0.76942,439,0.01065,310,-0.5340,283,-0.6770
ENSG00000196428,TSC22D2,80,0.50196,103,0.91944,107,1.00133,47,-0.5027,48,-0.3109,28,-1.1652,35,-0.8237
ENSG00000120742,SERP1,80,-0.6575,244,1.16490,149,0.32122,91,-0.6534,199,0.80519,111,-0.1530,75,-0.7555
ENSG00000144895,EIF2A,80,0.78778,24,-1.1228,24,-1.1241,63,0.63743,23,-1.2010,54,0.13895,38,-0.3972
ENSG00000198843,SELENOT,80,-1.3061,274,0.62347,253,0.49029,220,0.41650,133,-0.5340,126,-0.6190,124,-0.6468
ENSG00000181788,SIAH2,80,1.16387,25,-0.6994,50,0.37187,41,0.06448,21,-1.0035,33,-0.3165,26,-0.6593
ENSG00000152601,MBNL1,80,-0.0758,84,-0.0095,96,0.22088,83,-0.0373,74,-0.1938,95,0.19883,80,-0.0798
ENSG00000169860,P2RY1,80,1.41590,88,1.60257,2,-4.0691,9,-2.3979,24,-0.5772,108,1.99418,8,-2.1744
ENSG00000181467,RAP2B,80,0.43408,28,-1.2137,34,-0.9061,84,0.84388,59,-0.0512,52,-0.2594,25,-1.3687
ENSG00000114790,ARHGEF26,80,1.39333,115,2.11312,1,-4.6633,10,-2.3500,64,0.98372,21,-0.8149,32,-0.1702
ENSG00000174953,DHX36,80,0.36354,48,-0.4395,54,-0.2646,68,0.15629,30,-1.1783,65,0.03254,89,0.54427
ENSG00000169359,SLC33A1,80,1.44007,54,0.74396,15,-1.2985,25,-0.7171,29,-0.2485,34,-0.0239,33,-0.0706
ENSG00000163655,GMPS,80,0.78567,53,0.11700,63,0.39489,50,0.00872,34,-0.5952,35,-0.5495,31,-0.7072
ENSG00000169282,KCNAB1,80,-0.0170,18,-2.2971,39,-1.1422,69,-0.3659,26,-1.7313,363,2.85398,9,-3.1642
ENSG00000114850,SSR3,855,2.96620,163,-0.1931,142,-0.4002,95,-1.3568,134,-0.4915,70,-1.4877,94,-1.0440
ENSG00000174891,RSRC1,80,1.03067,48,0.17911,32,-0.4529,38,-0.3157,37,-0.2303,50,0.24998,33,-0.4309
ENSG00000178053,MLF1,80,0.18551,393,3.44039,14,-2.4551,35,-1.4575,21,-1.8519,57,-0.3492,11,-2.7903
ENSG00000168827,GFM1,80,0.58374,40,-0.5158,108,1.09824,56,0.01555,28,-1.0699,26,-1.1488,52,-0.1262
ENSG00000118855,MFSD1,80,1.28071,49,0.43337,83,1.33362,24,-0.8980,28,-0.4443,14,-1.4817,23,-0.7754
ENSG00000151967,SCHIP1,80,-1.2026,168,-0.0624,89,-1.0476,223,0.64061,277,0.76350,51,-1.8835,191,0.14187
ENSG00000180044,C3orf80,80,0.95474,7,-2.6708,41,-0.1472,72,1.39469,21,-1.1484,2,-4.6272,11,-2.0849
ENSG00000068885,IFT80,80,0.78211,113,1.39680,36,-0.5160,45,-0.2548,27,-0.9657,31,-0.7336,33,-0.6476
ENSG00000186432,KPNA4,80,-0.2232,101,0.15085,109,0.26861,101,0.22411,59,-0.6960,88,-0.0845,82,-0.1962
ENSG00000163590,PPM1L,80,-0.0515,80,-0.0627,56,-0.6058,93,0.29322,136,0.81478,35,-1.3282,69,-0.2866
ENSG00000169255,B3GALNT1,80,-0.5802,52,-1.2407,248,1.28724,134,0.35575,90,-0.3926,85,-0.4898,70,-0.7775
ENSG00000169251,NMD3,80,1.15392,56,0.53577,49,0.32170,28,-0.7556,42,0.06756,30,-0.4641,32,-0.3696
ENSG00000114209,PDCD10,80,0.72088,72,0.52916,42,-0.3340,53,0.06178,34,-0.6398,52,0.00064,25,-1.1055
ENSG00000163536,SERPINI1,780,0.25548,96,-2.9246,1144,0.90048,939,0.95579,382,-0.8661,228,-1.6433,273,-1.3784
ENSG00000173905,GOLIM4,80,0.26558,257,2.44053,46,-0.5938,22,-2.1313,83,0.31847,39,-0.8636,86,0.37641
ENSG00000008952,SEC62,80,-2.0436,385,0.36692,384,0.36326,281,-0.2081,345,0.18761,214,-0.5698,539,0.93762
ENSG00000173889,PHC3,862,4.45889,73,-0.7905,29,-2.1644,29,-2.6096,48,-1.4226,33,-1.9542,48,-1.4258
ENSG00000163558,PRKCI,80,0.99010,31,-0.5699,26,-0.8419,52,0.41494,31,-0.5541,37,-0.2716,29,-0.6531
ENSG00000136603,SKIL,80,0.84646,68,0.57274,15,-1.7359,51,0.16729,29,-0.7749,37,-0.4207,45,-0.1050
ENSG00000013297,CLDN11,80,-0.0774,69,-0.3051,27,-1.7258,19,-2.7083,2,-4.9717,16,-2.4868,570,4.21905
ENSG00000013293,SLC7A14,80,-0.5466,11,-3.4410,216,1.07696,149,0.72528,61,-0.9649,48,-1.3147,123,0.12964
ENSG00000154310,TNIK,80,0.07573,125,0.80916,71,-0.1201,55,-0.7254,80,0.07695,85,0.17221,104,0.50178
ENSG00000144959,NCEH1,80,-0.1575,21,-2.1811,84,-0.0794,123,0.89455,46,-1.0195,132,0.64768,32,-1.5451
ENSG00000169760,NLGN1,861,4.16792,23,-2.5557,38,-1.8670,57,-1.6226,28,-2.2794,59,-1.2122,50,-1.4363
ENSG00000177565,TBL1XR1,80,-0.6432,146,0.29912,78,-0.6790,153,0.61938,108,-0.1763,87,-0.5146,98,-0.3386
ENSG00000172667,ZMAT3,80,-0.5475,48,-1.3341,133,0.24841,146,0.66246,105,-0.1285,87,-0.4210,100,-0.1994
ENSG00000121879,PIK3CA,80,1.11249,61,0.63975,17,-1.3525,36,-0.3031,36,-0.1977,24,-0.8552,49,0.29607
ENSG00000171109,MFN1,80,1.21923,65,0.85366,26,-0.6031,42,0.19312,8,-2.3997,19,-1.1069,22,-0.8807
ENSG00000114450,GNB4,80,0.72841,40,-0.3731,68,0.44497,56,0.20642,69,0.47093,9,-2.5303,24,-1.1705
ENSG00000136522,MRPL47,80,0.90284,55,0.26474,26,-0.8649,53,0.33750,20,-1.2835,28,-0.7990,43,-0.1362
ENSG00000136521,NDUFB5,786,2.10790,190,-0.3822,258,0.10083,186,-0.5864,149,-0.7622,228,-0.1012,68,-1.9309
ENSG00000114757,PEX5L,80,-1.0429,22,-2.9576,86,-0.9382,266,1.64180,171,0.13513,26,-2.7072,124,-0.3717
ENSG00000163728,TTC14,80,0.64402,115,1.27882,32,-0.8236,41,-0.6165,79,0.61086,43,-0.3592,28,-0.9950
ENSG00000114416,FXR1,80,-0.2786,185,1.10265,128,0.47124,84,-0.3034,63,-0.6630,68,-0.5337,98,0.03774
ENSG00000205981,DNAJC19,80,-0.1017,74,-0.2330,128,0.66642,91,0.14859,66,-0.3964,98,0.22303,44,-1.0100
ENSG00000242808,SOX2-OT,80,-0.8048,161,0.28989,115,-0.2479,65,-1.4760,79,-0.8301,60,-1.2387,590,2.80997
ENSG00000181449,SOX2,80,-1.1646,883,3.27029,108,-0.7083,43,-2.5531,269,0.75399,60,-1.5881,130,-0.4284
ENSG00000043093,DCUN1D1,80,0.65345,40,-0.4567,52,-0.0508,56,0.11030,37,-0.5646,37,-0.5960,66,0.33110
ENSG00000114796,KLHL24,80,0.40938,94,0.68025,68,0.15046,48,-0.5760,62,-0.0106,45,-0.4990,81,0.41784
ENSG00000163872,YEATS2,80,0.83152,24,-1.0688,41,-0.2555,53,0.24669,25,-1.0005,33,-0.5956,66,0.51119
ENSG00000180834,MAP6D1,80,1.53382,21,-0.6957,2,-3.9361,18,-1.1787,12,-1.4750,30,-0.1575,108,2.13954
ENSG00000175193,PARL,80,1.29353,39,0.09438,25,-0.5898,30,-0.4562,32,-0.2550,33,-0.1931,41,0.15911
ENSG00000114770,ABCC5,80,0.14014,49,-0.6377,73,-0.0179,83,0.30722,53,-0.5155,109,0.65335,38,-1.0046
ENSG00000145191,EIF2B5,80,0.93072,35,-0.4164,76,0.84631,41,-0.2313,29,-0.6857,36,-0.3788,35,-0.4273
ENSG00000161202,DVL3,80,0.63362,53,-0.0336,56,0.03816,54,-0.0324,76,0.53484,17,-1.7695,48,-0.2069
ENSG00000161203,AP2M1,80,-3.0614,367,-0.8026,860,0.55178,905,1.11040,404,-0.6550,387,-0.7237,416,-0.6089
ENSG00000161204,ABCF3,80,0.90349,31,-0.6155,49,0.07425,47,0.02013,44,-0.0736,43,-0.1173,29,-0.7050
ENSG00000163888,CAMK2N2,80,-0.4078,17,-2.7053,480,2.93801,61,-1.1069,28,-1.9868,28,-1.9946,162,0.72682
ENSG00000175166,PSMD2,80,-1.2982,181,-0.0479,288,0.72141,219,0.42014,142,-0.4267,165,-0.1869,127,-0.6033
ENSG00000114867,EIF4G1,80,-0.2796,109,0.21653,96,0.00017,117,0.51678,41,-1.2888,76,-0.3536,86,-0.1660
ENSG00000175182,FAM131A,80,-1.1645,79,-1.1785,108,-0.7083,274,1.43013,194,0.21044,105,-0.7521,41,-2.1695
ENSG00000163882,POLR2H,80,0.92792,71,0.71775,44,-0.0629,50,0.20353,16,-1.5628,26,-0.8882,22,-1.1497
ENSG00000177383,MAGEF1,80,0.31343,80,0.31684,81,0.33785,71,0.16292,51,-0.4036,43,-0.6819,42,-0.6925
ENSG00000156931,VPS8,80,1.39788,31,-0.2015,40,0.19372,38,0.18487,16,-1.2012,27,-0.3925,6,-2.6482
ENSG00000073803,MAP3K13,80,0.58606,61,0.14897,59,0.07222,55,-0.0581,43,-0.4230,32,-0.8430,66,0.26169
ENSG00000163904,SENP2,80,0.35499,58,-0.1749,79,0.32268,64,-0.0046,45,-0.5706,55,-0.2565,71,0.15413
ENSG00000136527,TRA2B,80,-0.3212,149,0.68727,105,0.10707,98,0.00361,76,-0.4027,65,-0.6484,113,0.23107
ENSG00000244405,ETV5,80,0.13878,14,-2.4671,66,-0.1674,105,0.98877,69,-0.1067,60,-0.3312,27,-1.5292
ENSG00000058866,DGKG,80,0.29179,10,-2.8460,93,0.52939,87,0.69585,79,0.27335,19,-1.9178,40,-0.7824
ENSG00000090520,DNAJB11,80,0.93966,71,0.72618,19,-1.3302,47,0.10791,30,-0.6196,27,-0.7856,37,-0.3406
ENSG00000156976,EIF4A2,80,-3.3462,444,-0.8115,877,0.26187,1093,1.08651,588,-0.3765,649,-0.2200,448,-0.7966
ENSG00000157005,SST,80,-3.4901,56,-3.9993,7867,7.57590,27,-5.6294,35,-4.6931,67,-3.7495,21,-5.4156
ENSG00000113916,BCL6,80,0.80466,105,1.27323,60,0.31920,42,-0.3527,40,-0.3240,14,-1.9259,25,-1.0456
ENSG00000152492,CCDC50,80,1.02944,64,0.63059,50,0.24728,25,-1.1181,34,-0.3591,11,-2.0871,92,1.27299
ENSG00000114279,FGF12,80,-1.0012,30,-2.4748,185,0.31261,214,0.93343,125,-0.3161,107,-0.5530,144,-0.0966
ENSG00000127249,ATP13A4,80,1.24705,100,1.65930,12,-1.7113,12,-2.1407,83,1.30731,18,-1.1173,39,0.04730
ENSG00000198836,OPA1,80,-0.9717,74,-1.0996,261,0.92381,181,0.48135,95,-0.7098,169,0.19407,97,-0.6870
ENSG00000114315,HES1,80,1.11233,181,2.79523,13,-1.7072,14,-1.9893,48,0.23441,10,-2.1591,22,-0.9515
ENSG00000133657,ATP13A3,80,0.74378,40,-0.3880,36,-0.5250,57,0.28060,39,-0.3982,60,0.24986,26,-1.0397
ENSG00000114331,ACAP2,80,1.05257,83,1.11073,3,-3.6192,32,-0.6543,41,-0.0581,47,0.15750,45,0.09349
ENSG00000184203,PPP1R2,80,-0.1609,66,-0.4531,111,0.35529,108,0.49645,69,-0.3908,57,-0.6840,73,-0.3031
ENSG00000189058,APOD,80,-1.8781,383,0.54370,174,-0.7139,150,-1.2512,233,-0.2627,149,-0.9459,1126,2.64338
ENSG00000061938,TNK2,80,-0.1790,76,-0.2683,93,0.05439,81,-0.2315,135,0.66502,111,0.33914,79,-0.2119
ENSG00000072274,TFRC,80,0.79290,35,-0.5534,54,0.13928,42,-0.3807,97,1.11658,18,-1.4912,44,-0.1973
ENSG00000213123,DYNLT2B,80,0.14554,179,1.53919,86,0.26526,68,-0.1645,29,-1.4090,67,-0.1431,17,-2.1697
ENSG00000163960,UBXN7,80,1.46360,48,0.56502,33,-0.0566,22,-0.9500,16,-1.1525,26,-0.4250,50,0.63503
ENSG00000163961,RNF168,80,1.44000,51,0.64923,33,-0.0461,20,-1.1112,22,-0.7096,20,-0.8098,57,0.81761
ENSG00000174013,FBXO45,80,1.31773,10,-1.8785,30,-0.3379,35,-0.1060,34,-0.0976,28,-0.3968,44,0.27590
ENSG00000163964,PIGX,80,0.19794,86,0.31636,93,0.44689,71,0.01942,74,0.06195,45,-0.6998,44,-0.7323
ENSG00000180370,PAK2,80,0.28930,144,1.28836,83,0.35441,54,-0.4930,34,-1.0520,36,-0.9469,78,0.23746
ENSG00000119231,SENP5,80,0.88752,29,-0.7219,37,-0.3841,54,0.34657,47,0.02247,26,-0.9090,33,-0.5210
ENSG00000114503,NCBP2,80,0.39076,89,0.56873,35,-0.8902,57,-0.2368,55,-0.2247,68,0.12678,75,0.27434
ENSG00000270170,NCBP2AS2,80,0.78961,31,-0.7075,98,1.14486,45,-0.2283,36,-0.5003,36,-0.4976,34,-0.5736
ENSG00000075711,DLG1,80,-0.0595,74,-0.1827,92,0.15889,83,0.00742,41,-1.0859,102,0.32170,109,0.44295
ENSG00000161267,BDH1,80,1.18484,54,0.49069,14,-1.5870,43,0.22176,21,-0.9513,36,-0.1568,18,-1.2285
ENSG00000145016,RUBCN,80,0.61278,43,-0.4039,13,-2.1699,68,0.54666,22,-1.4092,44,-0.3378,77,0.53743
ENSG00000122068,FYTTD1,80,0.28047,82,0.31351,52,-0.4040,72,0.16268,54,-0.3569,55,-0.3166,63,-0.1121
ENSG00000114473,IQCG,80,0.90941,282,3.78681,4,-3.3828,13,-2.3521,4,-3.6797,28,-0.7603,12,-2.0658
ENSG00000182899,RPL35A,509,0.01628,707,0.55453,365,-0.5083,439,-0.3155,430,-0.2510,772,0.70308,498,-0.0188
ENSG00000182903,ZNF721,80,1.12192,29,-0.5487,27,-0.6602,37,-0.2236,52,0.37926,36,-0.2055,37,-0.1434
ENSG00000273238,TMEM271,80,0.26284,10,-2.8974,49,-0.5121,97,0.97897,55,-0.3389,75,0.16121,24,-1.5618
ENSG00000169020,ATP5ME,80,-2.9517,756,0.46194,593,0.06644,602,0.13683,579,0.02748,658,0.23454,618,0.13264
ENSG00000185619,PCGF3,80,1.37675,26,-0.5018,23,-0.6568,39,0.19771,13,-1.5005,24,-0.6216,35,-0.0152
ENSG00000168993,CPLX1,80,-1.5155,34,-2.7925,591,1.76600,241,0.28817,97,-1.2253,219,0.02733,165,-0.4192
ENSG00000178950,GAK,80,0.33966,68,0.06844,66,0.02661,72,0.26182,37,-0.8578,53,-0.3081,56,-0.2334
ENSG00000127419,TMEM175,80,1.05541,50,0.26314,18,-1.3375,42,-0.0375,44,0.04290,47,0.15659,19,-1.2062
ENSG00000145214,DGKQ,80,1.46347,22,-0.6567,22,-0.6990,42,0.53510,14,-1.2949,18,-0.9466,15,-1.1921
ENSG00000159692,CTBP1,80,-1.0927,176,0.12680,217,0.47187,183,0.30143,141,-0.2206,112,-0.5846,165,0.02717
ENSG00000090316,MAEA,80,-0.2892,97,0.00981,150,0.72944,112,0.37127,80,-0.2909,62,-0.6842,47,-1.0931
ENSG00000163945,UVSSA,80,1.20514,77,1.12856,6,-2.6644,34,-0.2941,40,0.04147,30,-0.3943,20,-1.0593
ENSG00000163950,SLBP,80,0.12891,71,-0.0662,73,-0.0106,94,0.64035,52,-0.5579,55,-0.4591,31,-1.3476
ENSG00000168936,TMEM129,80,1.29759,56,0.67958,42,0.19792,24,-0.8823,42,0.18279,25,-0.6096,28,-0.4365
ENSG00000068078,FGFR3,80,-0.9905,382,1.59524,99,-0.6692,55,-1.9731,478,2.04318,147,-0.0494,112,-0.4717
ENSG00000168924,LETM1,80,0.67610,28,-0.9712,58,0.13921,55,0.07023,51,-0.0649,54,0.04012,40,-0.4281
ENSG00000109685,NSD2,80,0.75379,34,-0.5999,33,-0.6481,59,0.40702,34,-0.6202,36,-0.5508,51,0.00938
ENSG00000243449,C4orf48,80,-2.4381,627,0.73852,405,0.01478,423,0.13102,360,-0.1710,380,-0.0871,466,0.24127
ENSG00000185818,NAT8L,80,-1.5001,328,0.71367,181,-0.2609,202,-0.1242,258,0.30827,276,0.42070,199,-0.1112
ENSG00000123933,MXD4,80,0.90030,72,0.72357,60,0.41264,29,-0.9712,26,-0.8817,35,-0.4520,74,0.76269
ENSG00000063978,RNF4,80,0.61087,64,0.23320,94,0.88704,49,-0.2898,35,-0.7008,35,-0.7042,49,-0.1991
ENSG00000087274,ADD1,80,-1.3491,281,0.61770,99,-1.0308,225,0.39113,198,0.04832,169,-0.2032,199,0.05439
ENSG00000109736,MFSD10,80,0.36057,126,1.12945,98,0.68776,55,-0.3430,45,-0.5652,38,-0.7974,34,-0.9795
ENSG00000197386,HTT,80,0.36802,38,-0.8037,89,0.53271,62,-0.0811,61,-0.0598,68,0.09501,56,-0.2165
ENSG00000159788,RGS12,80,1.21335,78,1.17046,49,0.37367,24,-0.9723,31,-0.3460,35,-0.1432,17,-1.2773
ENSG00000163956,LRPAP1,80,-1.5952,239,0.08221,183,-0.3372,226,-0.0063,124,-0.9417,634,1.79943,104,-1.2070
ENSG00000132406,TMEM128,80,1.04098,61,0.56705,69,0.78928,33,-0.5490,11,-2.0165,19,-1.2565,55,0.39273
ENSG00000168824,NSG1,80,-1.2780,37,-2.4105,590,2.08786,161,-0.2996,33,-2.5808,284,0.71651,167,-0.1513
ENSG00000168818,STX18,80,1.52408,40,0.32707,29,-0.2054,27,-0.4631,7,-2.2229,42,0.37759,24,-0.5127
ENSG00000072832,CRMP1,80,-1.4762,56,-2.0173,356,0.87934,279,0.76633,197,-0.0954,135,-0.6859,157,-0.4549
ENSG00000181215,C4orf50,80,1.30679,14,-1.4824,3,-3.3720,48,0.71307,4,-3.2137,62,0.85542,12,-1.6530
ENSG00000152969,JAKMIP1,80,0.25311,17,-2.0745,91,0.45946,82,0.47063,27,-1.3953,116,0.86875,24,-1.5968
ENSG00000109501,WFS1,80,-0.6275,348,1.87814,89,-0.4635,81,-0.8337,107,-0.1787,189,0.74785,59,-1.0936
ENSG00000074211,PPP2R2C,80,-1.1842,61,-1.6020,132,-0.4280,231,0.78301,193,0.18430,233,0.48939,104,-0.7872
ENSG00000013288,MAN2B2,80,0.85976,53,0.16634,25,-1.0070,49,0.09146,28,-0.8320,73,0.69412,20,-1.3233
