Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000149541,B3GAT3,3,-4.6143,103,0.31770,88,0.06410,27,-1.7458,193,1.40476,60,-0.5294,99,0.28234,59,-0.5545,115,0.49545
ENSG00000089597,GANAB,3,-4.3068,103,0.70782,85,0.39468,53,-0.3680,122,0.99550,72,0.11717,80,0.34144,53,-0.3706,17,-2.0866
ENSG00000162191,UBXN1,3,-4.3015,103,0.71396,90,0.48865,102,0.69056,48,-0.5170,50,-0.4564,64,-0.0829,51,-0.4146,92,0.53229
ENSG00000168000,BSCL2,24,-4.4038,103,-2.3284,300,-0.7265,131,-1.9739,1012,1.27533,693,0.61052,744,0.85767,295,-0.7553,727,0.69190
ENSG00000162188,GNG3,3,-7.1355,1943,2.63451,53,-3.2963,47,-3.4684,793,0.84810,275,-0.8541,476,0.00105,253,-0.9790,436,-0.1373
ENSG00000214753,HNRNPUL2,265,1.14683,103,-0.4146,108,-0.3417,41,-1.8128,133,-0.0157,204,0.69028,110,-0.3424,83,-0.7494,183,0.50965
ENSG00000168002,POLR2G,290,1.74902,103,-0.0540,121,0.20541,42,-1.4264,33,-1.7807,148,0.53283,66,-0.8144,128,0.30280,67,-0.7168
ENSG00000168003,SLC3A2,6,-4.3234,103,-0.2639,342,1.81169,67,-0.9333,112,-0.1343,146,0.29952,116,-0.0909,101,-0.2963,108,-0.1874
ENSG00000168539,CHRM1,3,-4.2266,103,0.80240,10,-2.7296,10,-2.6631,17,-1.9644,62,-0.0209,160,2.01786,21,-1.6733,85,0.48923
ENSG00000176485,PLAAT3,1590,3.70919,103,-1.4719,240,-0.1788,271,0.01817,160,-0.8013,14,-4.3363,20,-4.0173,177,-0.6494,85,-1.7568
ENSG00000133318,RTN3,537,-1.1659,103,-3.5993,537,-1.1648,702,-0.7573,1956,0.90066,2210,1.11692,1942,1.05124,681,-0.8031,770,-0.6132
ENSG00000176340,COX8A,76,-2.8132,841,0.89196,464,-0.0924,533,0.12834,461,-0.1041,361,-0.4891,541,0.17367,335,-0.6023,766,0.73010
ENSG00000167770,OTUB1,101,-0.9091,103,-0.8741,77,-1.3027,45,-2.1116,249,0.52246,261,0.60279,342,1.28136,117,-0.6775,169,-0.1010
ENSG00000168439,STIP1,102,-0.0285,103,-0.0087,97,-0.1083,56,-0.9582,245,1.47315,69,-0.6424,99,-0.0738,56,-0.9560,110,0.10080
ENSG00000173511,VEGFB,3,-4.9989,103,-0.0772,200,1.02416,80,-0.4772,196,0.98814,142,0.43804,48,-1.3552,120,0.17233,142,0.44379
ENSG00000002330,BAD,3,-4.8100,103,0.13243,125,0.44482,113,0.27917,141,0.65126,104,0.15071,94,-0.0067,100,0.08350,70,-0.4683
ENSG00000173113,TRMT112,604,2.28301,103,-0.7978,123,-0.5182,87,-1.0485,250,0.61472,196,0.21134,103,-0.8748,80,-1.1773,68,-1.4226
ENSG00000126432,PRDX5,412,-0.0878,112,-2.0729,1001,1.42333,472,0.12864,500,0.22097,295,-0.6147,494,0.23062,244,-0.9045,334,-0.4220
ENSG00000110076,NRXN2,247,0.35868,103,-1.0139,74,-1.5058,9,-4.5801,344,0.92108,241,0.32275,288,0.71472,228,0.22550,156,-0.3707
ENSG00000168066,SF1,175,0.14581,103,-0.6872,226,0.56819,67,-1.3462,168,0.08067,157,-0.0310,199,0.40271,149,-0.1096,156,-0.0376
ENSG00000068971,PPP2R5B,41,-1.1504,103,0.28078,11,-3.0203,0,-7.4526,208,1.50303,103,0.27407,78,-0.1841,67,-0.3987,176,1.19884
ENSG00000213465,ARL2,313,0.66542,103,-1.0976,227,0.13377,126,-0.7880,229,0.14837,172,-0.3043,217,0.06589,135,-0.6838,350,0.85570
ENSG00000149823,VPS51,84,-0.3344,103,-0.0073,82,-0.3677,64,-0.7524,40,-1.4472,159,0.70416,129,0.40786,98,-0.0909,147,0.57893
ENSG00000149809,TM7SF2,5,-4.4295,103,0.01530,87,-0.2496,96,-0.0972,194,1.07564,154,0.67402,117,0.24535,81,-0.3631,67,-0.6554
ENSG00000149806,FAU,635,0.26542,103,-2.5066,777,0.60077,644,0.28881,405,-0.4503,653,0.31181,460,-0.2784,610,0.20009,640,0.27884
ENSG00000014216,CAPN1,3,-4.0836,103,0.97405,70,0.32785,17,-1.7964,121,1.26042,49,-0.2588,57,-0.0072,33,-0.8721,63,0.14367
ENSG00000245532,NEAT1,3,-6.6534,1087,2.07561,1351,2.56462,599,0.94130,139,-1.3794,5,-6.1973,21,-4.2639,116,-1.6522,61,-2.5993
ENSG00000251562,MALAT1,1176,-1.4306,619,-2.3830,6066,1.20661,12939,2.79461,1051,-1.5989,1523,-1.0399,917,-1.9252,2910,-0.0335,1599,-0.9665
ENSG00000142186,SCYL1,15,-2.1329,103,0.79183,47,-0.4861,43,-0.6130,69,0.13390,72,0.19272,95,0.76409,28,-1.2620,69,0.14007
ENSG00000168056,LTBP3,196,-0.7490,2138,4.22004,289,-0.1446,86,-1.9904,31,-3.4597,94,-1.8590,67,-2.5012,74,-2.2131,125,-1.4260
ENSG00000172757,CFL1,133,-2.7315,103,-3.1003,787,-0.0420,648,-0.3502,981,0.31333,1283,0.76340,1299,0.92133,588,-0.5010,962,0.28250
ENSG00000172500,FIBP,3,-5.7524,1086,3.72290,48,-2.0216,52,-1.9171,163,-0.1810,104,-0.8770,114,-0.8046,90,-1.0959,49,-1.9941
ENSG00000175602,CCDC85B,43,-2.7473,103,-1.4597,161,-0.7801,189,-0.5409,285,0.11108,484,0.99982,472,1.13512,226,-0.2566,225,-0.2643
ENSG00000175573,C11orf68,3,-4.1739,103,0.86523,45,-0.4744,0,-6.9587,78,0.38914,58,-0.0917,87,0.67425,59,-0.0435,90,0.62935
ENSG00000175550,DRAP1,4,-4.7702,103,0.05732,112,0.18969,116,0.24913,135,0.49573,119,0.29239,100,0.00400,114,0.22229,92,-0.1197
ENSG00000175334,BANF1,25,-1.9999,103,0.12213,150,0.74192,108,0.20592,109,0.21032,194,1.19132,70,-0.5398,71,-0.4554,54,-0.8833
ENSG00000087365,SF3B2,3,-5.1865,103,-0.2823,162,0.44896,91,-0.4695,227,1.02210,111,-0.1632,119,-0.0533,75,-0.7762,219,0.96088
ENSG00000175115,PACS1,3,-4.1080,103,0.94492,55,-0.0959,12,-2.3284,45,-0.4155,98,0.85454,91,0.86084,47,-0.3264,37,-0.7070
ENSG00000174996,KLC2,132,0.38602,103,-0.0163,37,-1.5745,74,-0.5429,196,1.06321,84,-0.3382,162,0.85606,50,-1.1318,40,-1.4767
ENSG00000174903,RAB1B,3,-4.8496,103,0.08825,128,0.44667,82,-0.2770,100,0.03519,128,0.44722,141,0.70396,83,-0.2440,64,-0.6513
ENSG00000174871,CNIH2,262,0.68721,103,-0.8063,60,-1.6196,66,-1.4863,125,-0.5014,234,0.49631,289,1.00743,90,-1.0092,208,0.30082
ENSG00000179292,TMEM151A,234,1.34175,103,-0.0476,28,-1.9957,22,-2.3448,223,1.25457,48,-1.2308,134,0.42893,77,-0.5101,59,-0.9122
ENSG00000174684,B4GAT1,252,-1.2322,103,-2.5610,320,-0.8732,271,-1.1214,1170,1.25086,1129,1.18578,801,0.68355,223,-1.4151,521,-0.1123
ENSG00000174080,CTSF,3,-5.5586,103,-0.6832,275,0.90943,46,-1.9052,248,0.72772,185,0.23962,186,0.28422,167,0.07317,195,0.32298
ENSG00000173992,CCS,417,1.35478,1115,3.70270,73,-1.4482,0,-8.5777,52,-1.9704,33,-2.6063,49,-2.1883,39,-2.3903,56,-1.8567
ENSG00000239306,RBM14,3,-4.0012,103,1.07436,85,0.74917,19,-1.5472,60,0.17614,49,-0.1410,53,-0.0358,43,-0.3561,71,0.43373
ENSG00000173933,RBM4,3,-4.9393,103,-0.0116,69,-0.6464,124,0.28917,128,0.33973,147,0.57474,108,0.06847,61,-0.8309,187,0.97774
ENSG00000173898,SPTBN2,4,-4.5304,103,-0.0123,19,-2.5410,60,-0.8564,103,-0.0129,236,1.39938,186,1.16057,97,-0.1088,43,-1.3541
ENSG00000173599,PC,21,-1.7504,103,0.74308,132,1.17965,10,-2.7480,56,-0.2513,71,0.14018,73,0.20176,51,-0.4014,64,-0.0243
ENSG00000173227,SYT12,3,-3.8070,103,1.31656,3,-4.1252,13,-1.8928,12,-2.0409,71,0.67028,82,1.07267,42,-0.1834,61,0.42360
ENSG00000173020,GRK2,3,-5.0269,103,-0.1078,58,-0.9978,38,-1.6304,179,0.80245,241,1.32575,129,0.28748,72,-0.6563,150,0.50206
ENSG00000172531,PPP1CA,349,1.95994,103,-0.1787,70,-0.7866,6,-4.2970,95,-0.3092,75,-0.6621,126,0.16485,81,-0.5598,122,0.09014
ENSG00000172508,CARNS1,2455,5.86331,103,-1.5534,17,-4.2006,19,-3.9985,80,-1.9336,0,-9.1166,11,-4.9554,135,-1.1439,0,-9.2160
ENSG00000110697,PITPNM1,3,-4.0798,103,0.97878,43,-0.4569,53,-0.1287,107,1.05477,56,-0.0251,60,0.10386,52,-0.1424,33,-0.8651
ENSG00000167797,CDK2AP2,3,-5.9280,1575,4.85716,139,-0.6220,52,-2.0823,105,-1.0379,68,-1.6864,18,-3.7902,61,-1.8632,20,-3.4398
ENSG00000084207,GSTP1,7,-5.0912,103,-1.2397,759,2.14935,187,-0.3211,283,0.34019,203,-0.1959,140,-0.8438,212,-0.1238,261,0.20357
ENSG00000167792,NDUFV1,3,-5.8655,103,-1.0082,141,-0.5209,222,0.19351,284,0.59729,280,0.57472,268,0.57593,180,-0.1433,221,0.18804
ENSG00000110717,NDUFS8,3,-5.5019,103,-0.6224,146,-0.0767,129,-0.2773,221,0.60139,237,0.72000,170,0.18555,122,-0.3629,232,0.67965
ENSG00000110075,PPP6R3,93,0.66617,103,0.83309,58,-0.1119,37,-0.7919,48,-0.3906,79,0.39879,46,-0.5365,37,-0.8135,74,0.28118
ENSG00000197345,MRPL21,3,-4.5375,280,2.31360,36,-1.2019,21,-2.0163,103,0.44458,51,-0.6690,70,-0.2049,54,-0.5876,96,0.33414
ENSG00000085733,CTTN,3,-4.7040,103,0.25071,149,0.86871,79,-0.1729,114,0.41816,69,-0.3821,108,0.37085,55,-0.7428,94,0.09683
ENSG00000162105,SHANK2,3,-4.3368,103,0.67331,18,-2.0394,68,0.00659,27,-1.3892,127,1.03027,111,0.94521,5,-3.7457,108,0.76103
ENSG00000172893,DHCR7,3,-3.8342,103,1.28183,48,0.00961,16,-1.6781,78,0.80274,57,0.27001,52,0.13832,37,-0.4002,34,-0.5295
ENSG00000137497,NUMA1,3,-4.6430,103,0.32021,129,0.69253,78,-0.1175,123,0.61143,63,-0.4559,78,-0.1475,61,-0.4993,128,0.68496
ENSG00000149357,LAMTOR1,6,-4.6437,103,-0.6209,144,-0.0966,139,-0.1469,270,0.94655,150,-0.0263,150,-0.0302,158,0.04956,258,0.86517
ENSG00000186642,PDE2A,5,-4.7862,103,-0.3301,30,-2.1766,31,-2.1396,1,-6.8238,228,0.97871,289,1.73997,62,-1.0963,230,0.99328
ENSG00000110237,ARHGEF17,3,-4.2879,103,0.73052,58,-0.1986,41,-0.7409,143,1.30940,6,-3.4309,32,-1.2108,52,-0.3632,189,1.84274
ENSG00000054965,FAM168A,3,-4.9197,103,0.01074,161,0.74978,17,-2.6689,91,-0.1888,101,-0.0211,160,0.86487,126,0.33900,100,-0.0407
ENSG00000021300,PLEKHB1,202,-1.2258,895,1.17126,1344,1.95093,811,0.99614,175,-1.4437,188,-1.3365,135,-1.9567,457,0.03574,127,-1.9243
ENSG00000175582,RAB6A,297,0.01878,103,-1.6088,181,-0.7599,142,-1.1216,536,1.00621,226,-0.4124,441,0.78042,222,-0.4417,347,0.26766
ENSG00000214517,PPME1,3,-5.0213,103,-0.1015,41,-1.5016,59,-0.9525,168,0.69609,193,0.93570,163,0.75729,55,-1.0796,149,0.50084
ENSG00000165434,PGM2L1,69,-2.3165,103,-1.7225,65,-2.3975,149,-1.1642,277,-0.2163,557,0.93865,798,2.01658,242,-0.4271,113,-1.5874
ENSG00000118363,SPCS2,98,-0.7130,103,-0.6435,220,0.56949,167,0.11764,236,0.69020,167,0.11345,163,0.09259,136,-0.2047,98,-0.7183
ENSG00000137486,ARRB1,27,-1.9751,103,0.04913,35,-1.5848,48,-1.1403,118,0.27460,237,1.48307,115,0.26248,94,-0.1033,106,0.09054
ENSG00000149273,RPS3,51,-2.6628,103,-1.6264,448,0.67372,750,1.59946,312,0.07911,206,-0.5756,217,-0.5434,325,0.14205,343,0.23310
ENSG00000171533,MAP6,3,-5.2194,103,-0.3177,175,0.53705,116,-0.1342,186,0.63941,218,0.90972,137,0.14860,59,-1.1669,126,0.00048
ENSG00000078124,ACER3,386,2.63778,103,0.14479,28,-1.8555,108,0.21864,124,0.44238,17,-2.5928,43,-1.2875,73,-0.3911,16,-2.6631
ENSG00000149269,PAK1,3,-5.3334,186,0.50711,54,-1.4235,41,-1.8183,111,-0.3202,173,0.38665,309,1.72383,78,-0.8691,98,-0.5101
ENSG00000074201,CLNS1A,3,-4.6976,103,0.25836,153,0.92945,78,-0.1921,99,0.19362,133,0.68571,75,-0.2847,81,-0.1271,77,-0.2008
ENSG00000048649,RSF1,3,-4.7598,103,0.18860,74,-0.3392,206,1.38486,69,-0.4435,64,-0.5549,94,0.04751,126,0.51413,82,-0.1721
ENSG00000151366,NDUFC2,44,-2.8841,103,-1.6399,323,0.11914,106,-1.5906,410,0.51003,386,0.40956,497,0.98650,164,-0.9423,469,0.73806
ENSG00000182103,FAM181B,3,-4.2206,103,0.80998,266,2.70896,20,-1.7168,22,-1.6082,93,0.63969,17,-2.1217,54,-0.2535,35,-0.9262
ENSG00000137509,PRCP,3,-4.3557,103,0.65079,202,1.88834,97,0.55160,59,-0.2421,67,-0.0406,43,-0.8258,58,-0.2847,16,-2.1752
ENSG00000137502,RAB30,3,-4.3020,103,0.71380,224,2.18030,90,0.48797,86,0.41067,28,-1.3328,23,-1.7017,60,-0.1627,25,-1.4960
ENSG00000137500,CCDC90B,5,-3.8444,103,0.61176,64,-0.1623,150,1.27002,94,0.46005,65,-0.1268,50,-0.5949,42,-0.7972,84,0.27453
ENSG00000150672,DLG2,3,-4.9183,103,0.01195,6,-4.0776,74,-0.4973,118,0.23295,125,0.31945,149,0.71070,150,0.62442,146,0.57748
ENSG00000171204,TMEM126B,3,-4.7694,103,0.17786,77,-0.2895,143,0.72748,179,1.11054,154,0.85318,64,-0.6150,46,-1.0645,87,-0.0964
ENSG00000137504,CREBZF,3,-4.1902,103,0.84607,109,0.95263,32,-1.0134,98,0.76009,63,0.04286,63,0.04104,46,-0.4506,35,-0.8661
ENSG00000073921,PICALM,3,-5.2743,103,-0.3778,196,0.66481,229,0.92711,133,0.03220,187,0.58215,117,-0.1904,109,-0.2953,113,-0.2254
ENSG00000149196,HIKESHI,3,-4.2107,103,0.82157,52,-0.2861,62,-0.0196,98,0.73160,39,-0.7437,87,0.61207,33,-1.0068,63,0.01199
ENSG00000151376,ME3,3,-4.2795,103,0.74058,30,-1.2114,0,-7.0630,57,-0.2261,112,0.88999,97,0.75440,45,-0.5874,111,0.86311
ENSG00000168959,GRM5,3,-4.8614,103,0.07541,18,-2.5600,3,-5.1642,73,-0.4552,246,1.57962,161,0.96542,67,-0.6043,147,0.66057
ENSG00000110172,CHORDC1,3,-3.9591,103,1.12565,73,0.53723,53,0.02089,95,0.98396,43,-0.3217,50,-0.0923,25,-1.1493,30,-0.8480
ENSG00000165323,FAT3,3,-4.2135,103,0.81843,55,-0.2130,26,-1.3445,40,-0.6799,78,0.35842,79,0.43723,49,-0.3765,113,0.97777
ENSG00000166012,TAF1D,3,-4.8976,103,0.03508,65,-0.6888,255,1.60396,85,-0.2681,121,0.30101,95,-0.1053,72,-0.5256,113,0.18297
ENSG00000150316,CWC15,3,-4.6155,103,0.35156,94,0.20410,196,1.47684,79,-0.0657,41,-1.0972,85,0.03837,68,-0.3159,75,-0.1668
ENSG00000263465,SRSF8,119,0.48683,103,0.24316,78,-0.2021,94,0.09118,101,0.21603,84,-0.0859,103,0.27393,73,-0.3077,28,-1.7689
ENSG00000149218,ENDOD1,856,3.33533,103,-0.7040,115,-0.5280,46,-1.9222,121,-0.4594,70,-1.2893,71,-1.3617,116,-0.5141,46,-1.9259
ENSG00000149212,SESN3,153,-0.3633,103,-0.9758,177,-0.1381,248,0.40607,70,-1.5501,237,0.33434,205,0.11026,158,-0.3120,373,1.10503
ENSG00000149231,CCDC82,3,-4.6231,103,0.34261,94,0.19449,118,0.57291,75,-0.1607,125,0.66111,80,-0.0657,68,-0.3256,86,0.05178
ENSG00000110318,CEP126,3,-4.0087,103,1.06584,97,0.95580,97,0.95269,11,-2.4185,46,-0.2672,45,-0.3303,36,-0.6332,61,0.19092
ENSG00000110330,BIRC2,3,-4.1299,103,0.91807,77,0.42075,31,-0.9970,101,0.88409,87,0.62965,52,-0.2112,56,-0.0911,29,-1.1072
ENSG00000152558,TMEM123,222,1.46190,103,0.13868,314,2.15752,111,0.26756,24,-2.0411,15,-2.7042,18,-2.6018,81,-0.2422,36,-1.4613
ENSG00000137692,DCUN1D5,3,-3.9978,103,1.07892,97,0.98067,80,0.64053,40,-0.4703,34,-0.7091,52,-0.0738,46,-0.2355,32,-0.8133
ENSG00000152578,GRIA4,357,1.97157,103,-0.2086,13,-3.2583,55,-1.1621,212,0.98204,149,0.39150,81,-0.6306,73,-0.7355,48,-1.3695
ENSG00000149313,AASDHPPT,532,1.94317,103,-0.8487,83,-1.1743,126,-0.5361,204,0.22558,84,-1.1638,213,0.33310,91,-1.0337,126,-0.5350
ENSG00000152402,GUCY1A2,3,-4.1803,103,0.85786,30,-1.0924,65,0.08811,5,-3.7256,131,1.27865,80,0.50250,35,-0.8643,81,0.44532
ENSG00000110675,ELMOD1,165,-0.2420,103,-0.9731,42,-2.3112,42,-2.2926,101,-0.9951,238,0.34062,349,1.18474,103,-0.9723,433,1.38042
ENSG00000166266,CUL5,275,1.80604,103,0.07983,79,-0.3332,151,0.70605,67,-0.6016,53,-0.9536,82,-0.3091,61,-0.7335,27,-1.9700
ENSG00000075239,ACAT1,100,0.14202,103,0.19613,116,0.39393,89,-0.0356,111,0.32348,54,-0.8156,92,0.00980,76,-0.2761,78,-0.2381
ENSG00000149311,ATM,3,-4.2567,103,0.76714,71,0.16127,189,1.88870,55,-0.2640,46,-0.5251,28,-1.3837,64,-0.0142,58,-0.1634
ENSG00000185742,C11orf87,3,-4.4455,103,0.54621,0,-6.3856,0,-7.2271,42,-0.8507,80,0.14227,119,0.92556,56,-0.4356,213,1.86486
ENSG00000137710,RDX,370,1.50546,103,-0.6318,374,1.52638,316,1.20975,147,-0.0710,30,-2.4525,34,-2.4402,117,-0.4400,17,-3.3099
ENSG00000170145,SIK2,146,1.02477,103,0.43258,72,-0.1512,61,-0.3952,129,0.81715,55,-0.5599,83,0.08671,47,-0.8026,10,-3.0907
ENSG00000109846,CRYAB,6888,3.48398,524,-1.3333,1908,0.70670,1528,0.33567,368,-1.8644,178,-2.9270,131,-3.5265,606,-1.1160,162,-3.0683
ENSG00000150764,DIXDC1,3,-4.1717,103,0.86724,59,-0.0544,88,0.60023,102,0.84734,61,0.00951,47,-0.4654,52,-0.2562,48,-0.3750
ENSG00000150768,DLAT,3,-4.1137,103,0.91126,62,0.07305,0,-6.8509,104,0.92755,94,0.75357,75,0.42724,49,-0.2924,28,-1.1350
ENSG00000150779,TIMM8B,15,-2.4615,103,0.41619,92,0.22808,160,1.17304,43,-0.9351,58,-0.4956,87,0.15936,55,-0.5645,95,0.28856
ENSG00000204370,SDHD,3,-4.1504,103,0.89313,79,0.44076,45,-0.4644,62,0.05111,117,1.11781,51,-0.2835,46,-0.3998,43,-0.5274
ENSG00000150787,PTS,114,0.56290,103,0.39603,44,-0.9229,89,0.16049,204,1.59815,50,-0.7297,69,-0.2669,33,-1.3867,31,-1.4794
ENSG00000149294,NCAM1,636,0.36893,103,-2.4154,421,-0.2918,371,-0.4886,732,0.60437,385,-0.4344,764,0.78923,522,0.04840,366,-0.5120
ENSG00000109906,ZBTB16,38,-0.9237,103,0.63180,113,0.78350,57,-0.3316,77,0.14657,60,-0.2527,98,0.62637,53,-0.4468,5,-3.8857
ENSG00000182985,CADM1,47,-2.0616,103,-0.9090,219,0.27910,107,-0.8429,215,0.24904,384,1.23763,270,0.72185,85,-1.1924,145,-0.3833
ENSG00000160584,SIK3,779,2.77330,103,-0.8717,87,-1.1249,87,-1.1325,136,-0.4395,124,-0.5826,129,-0.5825,102,-0.8816,125,-0.5704
ENSG00000168092,PAFAH1B2,3,-5.6538,103,-0.7875,170,-0.0035,77,-1.2366,375,1.33836,203,0.28178,221,0.48437,186,0.14050,146,-0.2408
ENSG00000186318,BACE1,494,2.55797,103,-0.3005,69,-0.9228,28,-2.2299,111,-0.1807,96,-0.4132,98,-0.4236,106,-0.2555,43,-1.6281
ENSG00000137726,FXYD6,343,-1.2947,103,-3.0708,682,-0.2366,360,-1.2205,1206,0.69308,1218,0.70992,1800,1.73608,256,-1.7322,151,-2.5119
ENSG00000149575,SCN2B,3,-5.2354,103,-0.3512,24,-2.5428,26,-2.4015,200,0.72374,175,0.50546,228,1.13372,112,-0.2133,186,0.60595
ENSG00000110344,UBE4A,3,-4.5395,103,0.43836,40,-1.0570,82,0.07044,136,0.91093,116,0.63368,97,0.39090,58,-0.4769,54,-0.5944
ENSG00000167283,ATP5MG,114,-1.9015,103,-2.0477,334,-0.2673,545,0.52674,449,0.20887,650,0.82758,460,0.28158,284,-0.5199,549,0.53848
ENSG00000118058,KMT2A,3,-4.8289,103,0.11141,164,0.89103,167,0.91791,75,-0.3926,47,-1.1006,107,0.19529,81,-0.2669,106,0.15673
ENSG00000149582,TMEM25,4,-4.1736,103,0.57502,50,-0.5614,19,-1.9854,115,0.75530,84,0.23911,74,0.03821,30,-1.3482,170,1.46387
ENSG00000118096,IFT46,3,-3.9254,103,1.16824,134,1.66681,32,-0.7319,41,-0.3329,20,-1.4130,56,0.15561,11,-2.2809,55,0.12615
ENSG00000095139,ARCN1,5,-3.7948,103,0.57972,63,-0.2204,43,-0.8130,114,0.75618,35,-1.1038,70,-0.0562,63,-0.2068,155,1.29547
ENSG00000019144,PHLDB1,13,-1.9651,103,1.33086,66,0.55762,5,-3.1421,56,0.29042,18,-1.4525,19,-1.5030,122,1.65588,48,0.02981
ENSG00000110367,DDX6,525,1.55309,103,-1.1271,239,0.18649,210,-0.0270,127,-0.8086,234,0.14909,180,-0.3004,153,-0.5220,182,-0.2540
ENSG00000118181,RPS25,283,-1.4876,456,-0.7658,1278,0.89932,1946,1.67210,313,-1.3374,658,-0.1956,544,-0.5460,621,-0.2878,798,0.11216
ENSG00000196655,TRAPPC4,46,-0.4630,103,0.83259,38,-0.7425,27,-1.2801,104,0.84849,71,0.21452,58,-0.1347,31,-1.0780,86,0.52459
ENSG00000149428,HYOU1,3,-4.9461,103,-0.0187,75,-0.5091,54,-1.0137,257,1.55596,136,0.43676,117,0.21783,66,-0.7053,111,0.10833
ENSG00000172375,C2CD2L,3,-4.4347,103,0.55914,34,-1.1777,12,-2.7309,99,0.50055,73,0.01039,111,0.79595,29,-1.3904,155,1.26803
ENSG00000154096,THY1,30,-4.7820,103,-2.9969,156,-2.3872,220,-1.8841,1205,0.77780,1101,0.62380,1487,1.38341,430,-0.8752,1312,0.92453
ENSG00000196914,ARHGEF12,4,-5.1695,103,-0.5278,139,-0.0529,248,0.90070,119,-0.2993,294,1.20204,163,0.22336,118,-0.3147,90,-0.7371
ENSG00000109929,SC5D,3,-5.4241,103,-0.5393,137,-0.0960,211,0.61133,274,1.06291,178,0.32943,168,0.26498,97,-0.6334,114,-0.3859
ENSG00000137642,SORL1,251,0.08673,103,-1.2935,364,0.70074,224,-0.0977,79,-1.6954,329,0.52796,352,0.74643,167,-0.5590,160,-0.6251
ENSG00000255248,MIR100HG,3,-4.6790,103,0.27955,110,0.38308,174,1.17558,81,-0.1001,105,0.31159,83,-0.0780,37,-1.3121,87,0.00365
ENSG00000109971,HSPA8,443,-1.3933,103,-3.5402,1289,0.26684,747,-0.5975,1957,0.97278,1599,0.62521,1592,0.71769,640,-0.8364,966,-0.1970
ENSG00000023171,GRAMD1B,3,-4.3622,103,0.64329,33,-1.1209,53,-0.4224,46,-0.6561,76,0.15165,119,1.05733,52,-0.4655,90,0.41661
ENSG00000166257,SCN3B,13,-4.2269,103,-1.2719,22,-3.5176,127,-0.9563,234,-0.0011,449,1.08787,538,1.75820,127,-0.9571,195,-0.2952
ENSG00000154144,TBRG1,3,-3.8451,103,1.26826,33,-0.6044,0,-6.6313,79,0.79823,36,-0.4667,74,0.79786,54,0.15859,30,-0.7410
ENSG00000110013,SIAE,3,-4.1239,103,0.92551,68,0.23431,24,-1.3692,172,1.87943,31,-0.9881,48,-0.3486,26,-1.2661,65,0.16946
ENSG00000154146,NRGN,249,-1.8641,103,-3.1607,100,-3.2006,210,-2.1169,11,-6.3017,2139,1.61467,2089,1.97675,346,-1.3753,1086,0.41290
ENSG00000165478,HEPACAM,1424,3.02813,103,-1.6355,423,0.56867,180,-0.7961,132,-1.2626,189,-0.7153,78,-2.1789,288,-0.0598,96,-1.7435
ENSG00000149557,FEZ1,1637,2.71970,103,-2.0188,542,0.55217,255,-0.6559,233,-0.7934,189,-1.1103,176,-1.3158,285,-0.4818,273,-0.5490
ENSG00000149547,EI24,3,-4.6863,159,1.00297,80,-0.1308,74,-0.2524,101,0.23910,111,0.39009,90,0.06826,62,-0.5191,99,0.20399
ENSG00000109832,DDX25,3,-3.8681,103,1.23629,14,-1.8695,10,-2.3532,92,1.03705,48,-0.0563,83,1.00624,13,-1.9888,45,-0.1598
ENSG00000134909,ARHGAP32,3,-4.1131,103,0.93819,57,-0.0444,69,0.27350,19,-1.7302,82,0.55407,81,0.61290,43,-0.4804,46,-0.3651
ENSG00000084234,APLP2,11,-5.1030,103,-1.9358,423,0.23224,333,-0.1523,559,0.69831,615,0.86257,495,0.56780,259,-0.5417,366,0.00160
ENSG00000196323,ZBTB44,3,-4.4007,103,0.59837,50,-0.5547,89,0.35099,85,0.28698,73,0.03095,101,0.66158,59,-0.3095,49,-0.5769
ENSG00000120451,SNX19,3,-4.1596,103,0.88221,87,0.60424,94,0.72795,43,-0.5167,33,-0.9221,56,-0.1274,33,-0.9317,94,0.72517
ENSG00000182667,NTM,296,0.67667,515,1.67882,94,-1.1446,71,-1.5562,106,-0.9606,314,0.77981,150,-0.4686,165,-0.2715,100,-1.0475
ENSG00000183715,OPCML,3,-5.6647,103,-0.7959,23,-2.9940,120,-0.5586,338,1.14311,190,0.16102,314,1.20469,102,-0.8068,207,0.30813
ENSG00000166086,JAM3,724,3.60253,103,-0.3141,89,-0.5412,30,-2.1499,54,-1.3068,34,-1.9925,35,-2.0872,83,-0.6426,70,-0.9041
ENSG00000151502,VPS26B,3,-4.9823,103,-0.0587,115,0.11283,39,-1.5536,109,0.02645,134,0.36238,183,1.05455,77,-0.5093,123,0.23333
ENSG00000151500,THYN1,183,1.54516,103,0.53153,73,-0.0185,13,-2.6255,71,-0.0802,28,-1.4879,84,0.23290,23,-1.7611,80,0.12673
ENSG00000109956,B3GAT1,753,2.66713,103,-0.8836,26,-2.9058,14,-3.7443,27,-2.8484,197,0.13345,264,0.71037,152,-0.2818,15,-3.6547
