Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000205090,TMEM240,80,0.97445,8,-2.4713,28,-0.7014,73,0.81395,38,-0.2429,63,0.56307,41,-0.1230,44,-0.0228,39,-0.2004,30,-0.6159
ENSG00000160075,SSU72,80,-1.1177,202,0.32781,234,0.56805,154,-0.1079,183,0.16855,242,0.62433,173,0.07585,162,-0.0302,133,-0.3366,87,-0.9914
ENSG00000228594,FNDC10,80,1.24030,4,-3.2298,83,1.30963,42,0.13329,37,-0.0564,37,-0.0348,30,-0.3913,15,-1.3824,11,-1.8722,43,0.19720
ENSG00000272106,ENSG00000272106,80,1.41996,45,0.43580,5,-2.6833,34,-0.0301,27,-0.3883,20,-0.8276,36,0.05125,31,-0.1605,54,0.71624,14,-1.4211
ENSG00000197530,MIB2,80,1.17921,57,0.60375,17,-1.2891,62,0.74329,50,0.37747,45,0.19847,21,-0.9878,28,-0.5284,18,-1.2127,17,-1.2491
ENSG00000189339,SLC35E2B,80,-0.2882,87,-0.1574,136,0.56710,99,0.04023,78,-0.3351,89,-0.1304,124,0.40878,106,0.15830,91,-0.0968,73,-0.4331
ENSG00000008130,NADK,80,1.45926,40,0.26909,16,-1.1525,45,0.46293,13,-1.4501,26,-0.4019,36,0.10370,31,-0.1480,27,-0.3396,24,-0.5110
ENSG00000078369,GNB1,80,-2.3405,331,-0.2008,391,0.06544,673,0.97611,481,0.40263,394,0.07859,383,0.03124,352,-0.1005,345,-0.1354,323,-0.2389
ENSG00000187730,GABRD,80,-0.7963,61,-1.2010,61,-1.2207,331,1.56357,143,0.10862,88,-0.6480,214,0.78031,91,-0.6049,236,0.94266,31,-2.2050
ENSG00000067606,PRKCZ,80,-1.2004,69,-1.4317,274,0.74328,269,0.71405,121,-0.5707,207,0.27306,269,0.71267,138,-0.3669,200,0.21703,118,-0.6157
ENSG00000162585,FAAP20,80,0.47533,109,0.99025,66,0.15139,49,-0.3116,81,0.49967,33,-0.9278,44,-0.4750,52,-0.2240,25,-1.3389,59,-0.0088
ENSG00000157933,SKI,80,0.86084,61,0.40883,15,-1.6952,18,-1.5103,56,0.26668,40,-0.2547,59,0.34697,58,0.33356,47,-0.0140,40,-0.2776
ENSG00000157916,RER1,80,0.04662,109,0.55527,92,0.26366,113,0.60348,61,-0.3924,55,-0.5328,92,0.27046,66,-0.2651,61,-0.3829,50,-0.7036
ENSG00000157911,PEX10,80,1.28466,35,-0.0975,32,-0.2406,32,-0.2219,30,-0.3617,33,-0.2161,37,-0.0009,26,-0.5861,27,-0.4911,42,0.16775
ENSG00000197921,HES5,80,1.06455,5,-3.1187,7,-2.7261,40,-0.0720,19,-1.2007,37,-0.2257,17,-1.3804,178,2.68751,22,-1.0190,18,-1.2808
ENSG00000157870,PRXL2B,847,3.61977,69,-1.1626,62,-1.3226,52,-1.5920,84,-0.8564,92,-0.7203,91,-0.7370,55,-1.4992,35,-2.1602,75,-1.0258
ENSG00000158109,TPRG1L,80,-1.3372,173,-0.1613,144,-0.4400,310,0.80047,296,0.72223,238,0.35729,252,0.45341,150,-0.3841,158,-0.2960,108,-0.8877
ENSG00000130764,LRRC47,80,-0.0255,82,0.01531,39,-1.1491,103,0.38076,88,0.12109,92,0.19682,126,0.71187,63,-0.4026,75,-0.1378,67,-0.3048
ENSG00000196581,AJAP1,80,0.74501,2,-4.7872,6,-3.1508,77,0.66993,52,0.02370,52,0.02365,109,1.29162,52,0.04776,41,-0.3454,39,-0.4302
ENSG00000069424,KCNAB2,80,-1.2833,45,-2.1263,160,-0.2200,206,0.18220,227,0.33450,179,-0.0459,394,1.28971,277,0.66776,191,0.05990,83,-1.2380
ENSG00000116254,CHD5,80,-0.9540,27,-2.5858,219,0.64207,146,-0.0206,287,1.10717,157,0.09205,209,0.56411,190,0.40466,19,-3.0432,147,-0.0087
ENSG00000116251,RPL22,669,0.90266,572,0.63457,223,-0.8633,380,-0.0350,248,-0.7036,309,-0.3635,241,-0.7473,370,-0.0797,482,0.35062,392,0.01303
ENSG00000116237,ICMT,80,0.84916,96,1.16586,41,-0.2432,60,0.35143,22,-1.2126,12,-2.0977,50,0.07679,21,-1.2674,67,0.53880,31,-0.6848
ENSG00000097021,ACOT7,80,-1.7743,95,-1.5283,373,0.61847,527,1.22041,253,-0.0170,321,0.36735,381,0.65172,171,-0.6292,193,-0.4436,165,-0.6860
ENSG00000215788,TNFRSF25,80,1.45923,68,1.14626,17,-1.0561,33,-0.0401,8,-2.1509,25,-0.4786,58,0.87710,19,-0.8739,24,-0.5375,8,-2.1555
ENSG00000162408,NOL9,80,0.83512,42,-0.2023,30,-0.7272,35,-0.5013,70,0.59809,48,0.00374,73,0.67127,48,0.00120,25,-1.0111,31,-0.7015
ENSG00000162413,KLHL21,80,0.53766,167,1.87296,43,-0.4554,67,0.24220,37,-0.7071,27,-1.1868,34,-0.8110,50,-0.2330,37,-0.7017,35,-0.7843
ENSG00000007923,DNAJC11,80,0.79586,33,-0.6480,47,-0.0693,49,-0.0278,34,-0.5917,60,0.32286,63,0.38013,41,-0.2972,42,-0.2543,46,-0.1176
ENSG00000171735,CAMTA1,80,-1.1945,131,-0.4466,186,0.10684,203,0.25280,274,0.74901,172,-0.0159,161,-0.1256,148,-0.2577,159,-0.1439,225,0.41900
ENSG00000049245,VAMP3,80,1.32045,83,1.37699,31,-0.2436,19,-0.9993,8,-2.1766,7,-2.4851,15,-1.3868,30,-0.3198,14,-1.4100,79,1.29561
ENSG00000049246,PER3,80,1.14532,78,1.10097,6,-2.8236,36,-0.1734,18,-1.2250,40,-0.0285,26,-0.6894,58,0.58045,33,-0.2940,29,-0.5293
ENSG00000116288,PARK7,80,-2.0417,479,0.73644,407,0.46225,234,-0.4282,340,0.16943,414,0.48906,239,-0.3944,331,0.12216,351,0.22055,190,-0.7479
ENSG00000162426,SLC45A1,80,1.17994,28,-0.5386,35,-0.2018,51,0.41965,26,-0.6724,34,-0.2430,53,0.46005,38,-0.0761,29,-0.4694,22,-0.8746
ENSG00000142599,RERE,80,-0.4279,112,0.10570,104,-0.0186,101,-0.0625,124,0.26623,150,0.58364,108,0.04010,95,-0.1636,90,-0.2392,87,-0.3056
ENSG00000074800,ENO1,80,-3.2777,1112,0.73741,586,-0.3071,912,0.40423,547,-0.4151,887,0.35706,1067,0.66688,828,0.24411,654,-0.1357,442,-0.7444
ENSG00000171612,SLC25A33,80,1.37166,28,-0.3910,24,-0.6074,37,0.04091,67,1.04696,7,-2.3975,11,-1.7012,10,-1.9058,27,-0.4543,66,1.01921
ENSG00000171603,CLSTN1,80,-3.2601,721,0.04107,720,0.03907,808,0.22456,829,0.26627,1128,0.78175,1289,1.01457,600,-0.2511,412,-0.8345,442,-0.7261
ENSG00000178585,CTNNBIP1,80,0.60275,25,-1.2294,165,1.92332,35,-0.7284,36,-0.6830,55,-0.0091,30,-0.9374,30,-0.9223,19,-1.6031,78,0.56757
ENSG00000162441,LZIC,80,0.97429,76,0.87479,11,-2.1011,35,-0.3976,43,-0.0426,47,0.08723,27,-0.7873,46,0.04640,26,-0.8281,55,0.33958
ENSG00000130939,UBE4B,80,0.62263,41,-0.4343,83,0.67669,41,-0.4451,77,0.54468,50,-0.1376,53,-0.0490,35,-0.6777,39,-0.5183,47,-0.2299
ENSG00000054523,KIF1B,80,-2.1879,285,-0.2731,452,0.47361,375,0.16588,320,-0.0912,415,0.33036,392,0.23564,372,0.15100,254,-0.4548,440,0.42703
ENSG00000142657,PGD,80,0.10541,62,-0.2943,122,0.80284,117,0.73591,78,0.05277,53,-0.5393,61,-0.3164,63,-0.2677,42,-0.9057,71,-0.0840
ENSG00000241563,CORT,80,-1.8220,44,-2.7037,2191,5.43524,43,-2.7296,26,-3.4572,61,-2.2143,54,-2.4079,31,-3.2059,105,-1.4191,7,-5.3139
ENSG00000160049,DFFA,80,1.05415,56,0.43720,46,0.12032,36,-0.2674,29,-0.6054,33,-0.4128,20,-1.1578,29,-0.6063,30,-0.5244,67,0.74778
ENSG00000142655,PEX14,80,1.45208,22,-0.6811,37,0.13113,34,-0.0237,22,-0.6854,22,-0.7081,34,0.01359,48,0.56670,21,-0.7360,21,-0.7481
ENSG00000120948,TARDBP,80,-0.4406,185,0.92177,117,0.15893,84,-0.3590,78,-0.4758,128,0.30714,116,0.14848,111,0.06885,89,-0.2754,71,-0.6204
ENSG00000116649,SRM,80,-0.3913,53,-1.0363,58,-0.8904,224,1.31815,106,0.04740,136,0.45883,130,0.38647,78,-0.4326,102,-0.0140,61,-0.8117
ENSG00000171824,EXOSC10,80,1.39661,68,1.10348,28,-0.3491,25,-0.5223,38,0.12471,20,-0.8438,19,-0.9620,14,-1.3676,36,0.04965,22,-0.6962
ENSG00000198793,MTOR,80,0.82501,29,-0.7972,38,-0.3688,33,-0.5779,38,-0.3655,82,0.85660,54,0.15974,29,-0.7841,54,0.18138,47,-0.0468
ENSG00000116661,FBXO2,80,-1.1898,272,0.74606,178,0.04359,167,-0.0573,213,0.33733,138,-0.3560,156,-0.1637,166,-0.0666,189,0.13633,172,-0.0115
ENSG00000132879,FBXO44,80,-0.7534,78,-0.7964,98,-0.4483,301,1.43409,130,0.00148,92,-0.5469,184,0.56447,97,-0.4579,137,0.08673,103,-0.3623
ENSG00000116670,MAD2L2,80,1.57781,25,-0.3988,5,-2.5575,61,1.07136,3,-3.3302,11,-1.5697,26,-0.2934,28,-0.2009,44,0.51671,35,0.15287
ENSG00000011021,CLCN6,80,-0.1844,80,-0.1919,134,0.65431,70,-0.3969,92,0.03369,62,-0.5789,139,0.70902,89,-0.0223,26,-1.9054,129,0.58825
ENSG00000116685,KIAA2013,80,0.91938,52,0.20218,46,-0.0095,44,-0.0704,34,-0.4557,41,-0.1959,54,0.25703,22,-1.1446,22,-1.1458,65,0.57088
ENSG00000083444,PLOD1,80,1.15214,89,1.34366,8,-2.3186,39,-0.0503,40,-0.0121,36,-0.1592,28,-0.5573,12,-1.7632,24,-0.8172,45,0.18793
ENSG00000116688,MFN2,80,-0.6919,86,-0.5819,157,0.36825,156,0.35952,110,-0.2060,148,0.27312,192,0.70809,108,-0.2245,112,-0.1655,99,-0.3633
ENSG00000048707,VPS13D,80,0.22649,71,0.04238,89,0.38844,60,-0.2418,61,-0.1993,86,0.33778,64,-0.1321,73,0.06637,49,-0.5479,63,-0.1479
ENSG00000162496,DHRS3,80,0.93459,182,2.56069,29,-0.7191,27,-0.7887,12,-1.9793,18,-1.4044,17,-1.4662,26,-0.8824,38,-0.2861,26,-0.8386
ENSG00000116731,PRDM2,80,0.64327,35,-0.6608,21,-1.4658,67,0.34850,36,-0.6218,49,-0.1574,88,0.80161,53,-0.0390,55,0.03658,56,0.05941
ENSG00000189337,KAZN,1670,4.92303,46,-2.3445,80,-1.5287,69,-1.7539,62,-1.8967,58,-2.0077,43,-2.4384,17,-3.7900,61,-1.9232,56,-2.0555
ENSG00000142634,EFHD2,80,-0.6071,48,-1.3863,295,1.57538,126,0.10340,143,0.30502,206,0.91926,129,0.14044,65,-0.9281,11,-3.4740,79,-0.6222
ENSG00000116138,DNAJC16,868,4.53794,57,-1.1415,15,-3.0703,51,-1.3218,27,-2.2636,34,-1.9169,45,-1.4914,34,-1.9228,33,-1.9570,36,-1.8364
ENSG00000116786,PLEKHM2,80,0.35431,61,-0.0912,75,0.23624,79,0.33354,46,-0.5348,57,-0.1880,66,0.03242,87,0.49645,57,-0.2043,36,-0.8775
ENSG00000065526,SPEN,80,0.83191,68,0.55274,16,-1.6503,32,-0.6473,24,-1.0685,36,-0.4751,40,-0.3059,61,0.37084,34,-0.5678,93,1.09802
ENSG00000055070,SZRD1,80,1.33397,71,1.12595,28,-0.3867,28,-0.4139,37,0.02275,20,-0.9281,13,-1.5307,7,-2.3430,20,-0.8937,58,0.76930
ENSG00000291072,CROCCP2,80,1.19617,37,-0.0860,56,0.57960,38,-0.0340,42,0.11233,16,-1.3186,41,0.05792,27,-0.5525,30,-0.3988,23,-0.7914
ENSG00000058453,CROCC,80,1.02520,231,3.33882,15,-1.5983,34,-0.3751,20,-1.1955,14,-1.7396,13,-1.8018,6,-2.7799,8,-2.4438,11,-2.0154
ENSG00000159363,ATP13A2,80,-1.1484,59,-1.6172,272,0.79327,233,0.53060,262,0.72912,199,0.26664,200,0.27536,149,-0.1932,93,-0.9223,137,-0.3223
ENSG00000117118,SDHB,80,-0.0328,88,0.12020,81,-0.0174,85,0.06004,75,-0.1326,111,0.49463,63,-0.4171,73,-0.1755,97,0.26745,65,-0.3573
ENSG00000117115,PADI2,80,1.35830,61,0.88530,11,-1.7530,15,-1.2881,9,-2.0201,10,-1.8715,9,-2.0419,42,0.25025,15,-1.3579,106,1.89137
ENSG00000117154,IGSF21,80,-0.4952,18,-2.6935,98,-0.1821,105,-0.0688,164,0.65118,202,1.01221,245,1.36368,106,-0.0631,10,-3.5965,72,-0.6572
ENSG00000159423,ALDH4A1,80,1.45708,52,0.70690,4,-3.0093,27,-0.3428,11,-1.7502,8,-2.1234,8,-2.0881,97,1.83215,27,-0.3476,25,-0.5078
ENSG00000127463,EMC1,80,1.01857,35,-0.3585,59,0.49959,44,0.01263,46,0.09571,22,-1.0706,52,0.29915,16,-1.5123,34,-0.3822,47,0.11290
ENSG00000053372,MRTO4,80,1.20649,22,-0.9018,95,1.52939,33,-0.2615,43,0.15348,22,-0.8614,26,-0.6062,39,-0.0172,15,-1.4358,15,-1.4886
ENSG00000053371,AKR7A2,80,0.36146,184,1.84580,12,-2.4539,65,0.03172,55,-0.2355,43,-0.6069,38,-0.7942,80,0.36436,40,-0.7439,42,-0.6526
ENSG00000077549,CAPZB,831,1.93057,235,-0.2698,222,-0.3634,258,-0.1235,251,-0.1681,195,-0.5616,302,0.12439,182,-0.6673,121,-1.2844,192,-0.5844
ENSG00000173436,MICOS10,80,-1.5953,188,-0.3021,220,-0.0473,183,-0.3405,353,0.72900,339,0.65955,251,0.16078,288,0.38519,196,-0.2327,172,-0.4405
ENSG00000158747,NBL1,80,-1.3275,141,-0.4627,257,0.49267,208,0.14366,274,0.59892,211,0.16769,261,0.52011,240,0.38006,100,-0.9889,126,-0.6371
ENSG00000162545,CAMK2N1,80,-3.3624,154,-2.4117,681,-0.1624,816,0.12613,1356,0.97948,1084,0.59430,1344,0.96383,969,0.40841,658,-0.2174,401,-0.9843
ENSG00000090432,MUL1,80,1.36108,43,0.27692,54,0.67525,53,0.63448,26,-0.5191,14,-1.4570,18,-1.0220,25,-0.5356,24,-0.6359,22,-0.7780
ENSG00000158828,PINK1,731,0.98197,165,-1.3936,395,-0.0458,458,0.19424,445,0.14503,545,0.47996,425,0.07396,297,-0.4925,328,-0.3363,272,-0.6270
ENSG00000244038,DDOST,80,0.97409,78,0.93053,55,0.34339,65,0.62069,27,-0.7529,37,-0.3056,26,-0.8086,19,-1.3225,34,-0.4056,23,-0.9982
ENSG00000189410,SH2D5,80,1.14406,14,-1.6431,36,-0.1986,70,0.89533,5,-3.1038,30,-0.4710,34,-0.2910,24,-0.7906,104,1.62896,9,-2.2634
ENSG00000127483,HP1BP3,80,-1.2591,247,0.50558,231,0.39436,229,0.37752,187,0.04855,139,-0.4144,168,-0.1224,167,-0.1297,169,-0.1133,196,0.12146
ENSG00000075151,EIF4G3,80,-0.6734,110,-0.1806,150,0.31662,156,0.37888,106,-0.2361,155,0.37297,177,0.59145,91,-0.4754,79,-0.6928,128,0.06411
ENSG00000076864,RAP1GAP,80,-1.7356,68,-1.9743,177,-0.5421,705,1.82505,167,-0.6262,268,0.11895,268,0.11421,102,-1.3807,573,1.42436,85,-1.6573
ENSG00000090686,USP48,80,0.50517,60,0.04761,70,0.27821,58,-0.0151,49,-0.2967,44,-0.4665,41,-0.5516,36,-0.7430,85,0.61055,63,0.12142
ENSG00000070831,CDC42,80,-1.7463,255,0.02702,381,0.68715,373,0.65077,364,0.60808,276,0.14928,228,-0.1552,205,-0.3203,105,-1.3471,244,-0.0464
ENSG00000173372,C1QA,80,1.46299,139,2.61760,6,-2.4915,6,-2.5693,16,-1.1433,5,-2.6643,4,-3.2049,12,-1.5820,40,0.25181,31,-0.1215
ENSG00000173369,C1QB,80,0.72462,222,2.75199,24,-1.1620,10,-2.4213,2,-4.7959,6,-3.2446,5,-3.3278,33,-0.7083,76,0.63195,58,0.18418
ENSG00000004487,KDM1A,80,0.68649,56,0.10241,22,-1.3487,69,0.44416,30,-0.8936,68,0.40630,67,0.39689,51,-0.0396,48,-0.1329,35,-0.6380
ENSG00000169641,LUZP1,80,1.04034,22,-1.0482,67,0.71994,34,-0.3830,46,0.09918,47,0.13747,48,0.17264,31,-0.5221,35,-0.3272,21,-1.0767
ENSG00000125944,HNRNPR,80,-0.6271,145,0.31377,118,-0.0167,115,-0.0702,129,0.12052,153,0.39515,142,0.27257,87,-0.5001,98,-0.3098,130,0.12663
ENSG00000117318,ID3,80,0.54730,344,3.73916,2,-4.5021,13,-2.2178,10,-2.5313,6,-3.2675,7,-3.1581,18,-1.7424,40,-0.5603,51,-0.1687
ENSG00000142676,RPL11,572,0.31604,794,0.86903,349,-0.4724,354,-0.4505,341,-0.5057,344,-0.4918,230,-1.1121,406,-0.2350,710,0.67725,605,0.40975
ENSG00000057757,PITHD1,80,-1.4821,129,-0.7595,406,1.10223,197,-0.1081,217,0.05325,323,0.70729,305,0.60972,159,-0.4415,131,-0.7394,156,-0.4718
ENSG00000011009,LYPLA2,80,0.42113,98,0.76557,38,-0.7681,66,0.09876,42,-0.5867,87,0.55896,82,0.45693,34,-0.9141,73,0.26811,17,-1.9234
ENSG00000189266,PNRC2,80,0.14369,101,0.51485,47,-0.7012,64,-0.2129,52,-0.5458,95,0.41463,100,0.49736,72,-0.0227,47,-0.6939,76,0.06377
ENSG00000188529,SRSF10,80,0.22952,114,0.81473,54,-0.3978,86,0.35208,44,-0.7018,55,-0.3581,69,-0.0225,75,0.13107,57,-0.3027,60,-0.2426
ENSG00000001461,NIPAL3,80,0.02139,23,-1.8454,144,0.99143,96,0.31652,80,0.02599,63,-0.3481,33,-1.3260,18,-2.2200,51,-0.6807,201,1.61340
ENSG00000133226,SRRM1,80,0.67446,80,0.66734,28,-0.9747,65,0.32109,42,-0.3816,59,0.18104,35,-0.6606,40,-0.4228,38,-0.5335,64,0.29576
ENSG00000169504,CLIC4,80,0.56112,140,1.55021,23,-1.3652,10,-2.5133,20,-1.5504,19,-1.6346,7,-3.0171,22,-1.4414,41,-0.4949,203,2.31593
ENSG00000117614,SYF2,80,0.42766,132,1.28837,27,-1.2383,54,-0.1962,39,-0.7025,45,-0.4858,49,-0.3585,90,0.62589,52,-0.2723,46,-0.4471
ENSG00000117616,RSRP1,80,-0.2399,200,1.28991,62,-0.6450,142,0.68509,53,-0.8638,66,-0.5320,78,-0.2732,83,-0.1760,88,-0.0847,79,-0.2585
ENSG00000183726,TMEM50A,80,0.15068,110,0.67612,12,-2.6582,77,0.09461,36,-1.1045,73,-0.0006,87,0.27842,73,0.01032,106,0.61398,75,0.03543
ENSG00000204178,MACO1,80,1.45991,25,-0.4819,40,0.26058,19,-0.9122,33,-0.0481,37,0.12145,33,-0.0456,17,-1.0152,30,-0.2105,26,-0.4092
ENSG00000117643,MAN1C1,80,1.08569,80,1.07527,27,-0.6783,42,0.02665,30,-0.4991,38,-0.1372,70,0.84089,20,-1.1119,22,-1.0143,8,-2.3582
ENSG00000162430,SELENON,80,0.92471,119,1.65355,21,-1.2095,44,-0.0584,37,-0.3396,18,-1.3805,26,-0.8731,45,-0.0158,35,-0.4002,31,-0.5832
ENSG00000117640,MTFR1L,80,-0.0941,136,0.77171,91,0.10343,118,0.53345,60,-0.5548,69,-0.3254,93,0.14329,66,-0.4073,56,-0.6503,82,-0.0551
ENSG00000117632,STMN1,80,-3.6885,460,-1.1156,1343,0.57897,843,-0.1801,1555,0.82789,2242,1.48706,1192,0.38024,689,-0.4964,123,-3.0708,909,-0.0589
ENSG00000158008,EXTL1,80,1.21893,11,-1.9269,9,-2.1236,23,-0.7740,46,0.26921,68,0.92357,81,1.23055,37,-0.0581,10,-2.0038,22,-0.8547
ENSG00000142684,ZNF593,80,1.33277,30,-0.3035,41,0.18684,20,-0.9041,49,0.46835,40,0.13334,29,-0.3323,23,-0.7231,27,-0.4869,26,-0.5413
ENSG00000142669,SH3BGRL3,80,-1.9674,396,0.49809,183,-0.7299,257,-0.1976,579,1.15683,357,0.33043,323,0.16483,286,-0.0289,175,-0.7931,278,-0.0777
ENSG00000158062,UBXN11,80,1.20264,152,2.49181,5,-2.9353,52,0.47512,9,-2.1202,20,-1.0494,22,-0.8642,9,-2.1061,36,-0.1222,4,-3.1397
ENSG00000117682,DHDDS,80,1.61966,30,-0.0383,11,-1.6273,46,0.61751,40,0.40626,21,-0.5821,33,0.07188,13,-1.3317,17,-0.9630,21,-0.5784
ENSG00000198830,HMGN2,80,-1.2221,600,2.20128,155,-0.2081,128,-0.5098,135,-0.4286,132,-0.4586,101,-0.8659,167,-0.0956,126,-0.5330,145,-0.3109
ENSG00000117713,ARID1A,80,0.17257,115,0.77440,41,-0.8873,118,0.81074,80,0.17047,56,-0.4080,89,0.33441,36,-1.0770,55,-0.4292,51,-0.5253
ENSG00000204160,ZDHHC18,80,1.39673,12,-1.6607,32,-0.1710,22,-0.7425,75,1.27070,31,-0.2193,32,-0.1536,8,-2.2249,27,-0.3995,34,-0.0429
ENSG00000090273,NUDC,80,-0.9689,400,1.71262,113,-0.4358,144,-0.0669,140,-0.1114,135,-0.1621,128,-0.2435,136,-0.1571,106,-0.5400,114,-0.4228
ENSG00000253368,TRNP1,80,0.48624,7,-3.0574,140,1.46282,99,0.83727,72,0.31547,45,-0.4442,41,-0.5846,32,-0.9334,24,-1.4019,54,-0.1544
ENSG00000090020,SLC9A1,80,1.48908,16,-1.0970,35,0.08767,40,0.30184,50,0.65957,14,-1.2844,51,0.68722,11,-1.6383,17,-1.0278,18,-0.9061
ENSG00000142784,WDTC1,80,0.95719,72,0.78225,21,-1.1715,35,-0.3806,53,0.26934,37,-0.3217,42,-0.1238,42,-0.1228,30,-0.6046,37,-0.2861
ENSG00000186501,TMEM222,80,0.05072,82,0.09344,77,-0.0193,105,0.49707,89,0.21914,47,-0.7886,85,0.13978,78,0.00726,58,-0.4603,76,-0.0445
ENSG00000158195,WASF2,80,1.34577,114,2.03743,36,-0.0109,25,-0.5916,10,-1.8659,11,-1.7999,7,-2.3975,37,0.02798,11,-1.7219,30,-0.2949
ENSG00000126705,AHDC1,80,0.93414,61,0.45937,17,-1.4513,83,1.00300,58,0.37992,28,-0.7598,29,-0.6770,35,-0.4102,22,-1.0879,42,-0.1422
ENSG00000117758,STX12,80,-0.5482,107,-0.0975,123,0.12944,129,0.20505,155,0.50498,156,0.51087,105,-0.1236,101,-0.1848,67,-0.8142,113,-0.0083
ENSG00000117751,PPP1R8,80,1.23944,49,0.38068,30,-0.4038,38,-0.0025,17,-1.2067,20,-0.9819,32,-0.2945,60,0.72380,27,-0.5475,31,-0.3432
ENSG00000117748,RPA2,80,0.55000,72,0.37316,24,-1.3518,66,0.22313,33,-0.8622,67,0.25943,83,0.60829,66,0.23765,57,0.00434,24,-1.3482
ENSG00000126698,DNAJC8,854,2.96239,160,-0.2189,78,-1.3263,148,-0.3441,149,-0.3283,108,-0.8247,84,-1.2165,66,-1.5628,72,-1.4487,118,-0.6879
ENSG00000130770,ATP5IF1,80,-2.2740,239,-0.6366,493,0.51810,541,0.67626,528,0.63589,471,0.44383,413,0.22857,251,-0.5597,326,-0.1520,244,-0.6053
ENSG00000198492,YTHDF2,80,0.23846,46,-0.6179,45,-0.6683,72,0.05547,113,0.80441,71,0.03848,100,0.60435,73,0.07839,54,-0.3824,38,-0.9399
ENSG00000116350,SRSF4,80,0.51394,93,0.75887,38,-0.6486,48,-0.3088,44,-0.4522,54,-0.1175,66,0.18706,69,0.26695,49,-0.2911,44,-0.4582
ENSG00000116353,MECR,874,4.90346,13,-3.1747,17,-2.7974,38,-1.6730,28,-2.1071,39,-1.6238,47,-1.3375,26,-2.2066,26,-2.2242,23,-2.3832
